Month,PortRegion,Australia,LongitudeInAustralia,LatitudeInAustralia,International,LongitudeInternation,LatitudeInternational,Airline ,Allflights
2021/7/1,New Zealand,Melbourne,144.9631,-37.8136,Wellington,174.7760,-41.2851,Air New Zealand,  10
2021/7/1,New Zealand,Melbourne,144.9631,-37.8136,Wellington,174.7760,-41.2851,Qantas Airways,  13
2021/8/1,Middle East,Melbourne,144.9631,-37.8136,Abu Dhabi,54.3549,24.4882,Etihad Airways,  21
2021/8/1,New Zealand,Melbourne,144.9631,-37.8136,Auckland,174.7628,-36.8473,Air New Zealand,  17
2021/8/1,Middle East,Melbourne,144.9631,-37.8136,Doha,51.53104,25.285446,Qatar Airways,  19
2021/8/1,Middle East,Melbourne,144.9631,-37.8136,Dubai,55.270782,25.204849,Emirates,  13
2021/8/1,NE Asia,Melbourne,144.9631,-37.8136,Hong Kong,114.109497,22.396427,Cathay Pacific Airways,  23
2021/8/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Scoot Tigerair,  30
2021/8/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Singapore Airlines,  62
2021/8/1,Middle East,Melbourne,144.9631,-37.8136,Abu Dhabi,54.3549,24.4882,Etihad Airways,  21
2021/8/1,New Zealand,Melbourne,144.9631,-37.8136,Auckland,174.7628,-36.8473,Air New Zealand,  1
2021/8/1,Middle East,Melbourne,144.9631,-37.8136,Doha,51.53104,25.285446,Qatar Airways,  19
2021/8/1,Middle East,Melbourne,144.9631,-37.8136,Dubai,55.270782,25.204849,Emirates,  12
2021/8/1,NE Asia,Melbourne,144.9631,-37.8136,Hong Kong,114.109497,22.396427,Cathay Pacific Airways,  24
2021/8/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Scoot Tigerair,  21
2021/8/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Singapore Airlines,  62
2021/9/1,Middle East,Melbourne,144.9631,-37.8136,Abu Dhabi,54.3549,24.4882,Etihad Airways,  17
2021/9/1,New Zealand,Melbourne,144.9631,-37.8136,Auckland,174.7628,-36.8473,Air New Zealand,  4
2021/9/1,Middle East,Melbourne,144.9631,-37.8136,Doha,51.53104,25.285446,Qatar Airways,  17
2021/9/1,Middle East,Melbourne,144.9631,-37.8136,Dubai,55.270782,25.204849,Emirates,  13
2021/9/1,NE Asia,Melbourne,144.9631,-37.8136,Hong Kong,114.109497,22.396427,Cathay Pacific Airways,  23
2021/9/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Scoot Tigerair,  30
2021/9/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Singapore Airlines,  60
2021/9/1,Middle East,Melbourne,144.9631,-37.8136,Abu Dhabi,54.3549,24.4882,Etihad Airways,  17
2021/9/1,New Zealand,Melbourne,144.9631,-37.8136,Auckland,174.7628,-36.8473,Air New Zealand,  1
2021/9/1,Middle East,Melbourne,144.9631,-37.8136,Doha,51.53104,25.285446,Qatar Airways,  17
2021/9/1,Middle East,Melbourne,144.9631,-37.8136,Dubai,55.270782,25.204849,Emirates,  12
2021/9/1,NE Asia,Melbourne,144.9631,-37.8136,Hong Kong,114.109497,22.396427,Cathay Pacific Airways,  24
2021/9/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Scoot Tigerair,  20
2021/9/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Singapore Airlines,  60
2021/10/1,Middle East,Melbourne,144.9631,-37.8136,Abu Dhabi,54.3549,24.4882,Etihad Airways,  18
2021/10/1,New Zealand,Melbourne,144.9631,-37.8136,Auckland,174.7628,-36.8473,Air New Zealand,  4
2021/10/1,Middle East,Melbourne,144.9631,-37.8136,Doha,51.53104,25.285446,Qatar Airways,  14
2021/10/1,Middle East,Melbourne,144.9631,-37.8136,Dubai,55.270782,25.204849,Emirates,  13
2021/10/1,NE Asia,Melbourne,144.9631,-37.8136,Hong Kong,114.109497,22.396427,Cathay Pacific Airways,  30
2021/10/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Scoot Tigerair,  31
2021/10/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Singapore Airlines,  62
2021/10/1,Middle East,Melbourne,144.9631,-37.8136,Abu Dhabi,54.3549,24.4882,Etihad Airways,  18
2021/10/1,New Zealand,Melbourne,144.9631,-37.8136,Auckland,174.7628,-36.8473,Air New Zealand,  5
2021/10/1,Middle East,Melbourne,144.9631,-37.8136,Doha,51.53104,25.285446,Qatar Airways,  14
2021/10/1,Middle East,Melbourne,144.9631,-37.8136,Dubai,55.270782,25.204849,Emirates,  14
2021/10/1,NE Asia,Melbourne,144.9631,-37.8136,Hong Kong,114.109497,22.396427,Cathay Pacific Airways,  30
2021/10/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Scoot Tigerair,  27
2021/10/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Singapore Airlines,  61
2021/11/1,Middle East,Melbourne,144.9631,-37.8136,Abu Dhabi,54.3549,24.4882,Etihad Airways,  17
2021/11/1,New Zealand,Melbourne,144.9631,-37.8136,Auckland,174.7628,-36.8473,Air New Zealand,  16
2021/11/1,Middle East,Melbourne,144.9631,-37.8136,Doha,51.53104,25.285446,Qatar Airways,  12
2021/11/1,Middle East,Melbourne,144.9631,-37.8136,Dubai,55.270782,25.204849,Emirates,  17
2021/11/1,NE Asia,Melbourne,144.9631,-37.8136,Hong Kong,114.109497,22.396427,Cathay Pacific Airways,  40
2021/11/1,Europe,Melbourne,144.9631,-37.8136,London,-0.1262,51.5002,Qantas Airways,  1
2021/11/1,N America,Melbourne,144.9631,-37.8136,Los Angeles,-118.2433,34.0522,Qantas Airways,  1
2021/11/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Qantas Airways,  4
2021/11/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Scoot Tigerair,  30
2021/11/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Singapore Airlines,  60
2021/11/1,Middle East,Melbourne,144.9631,-37.8136,Abu Dhabi,54.3549,24.4882,Etihad Airways,  17
2021/11/1,New Zealand,Melbourne,144.9631,-37.8136,Auckland,174.7628,-36.8473,Air New Zealand,  16
2021/11/1,Middle East,Melbourne,144.9631,-37.8136,Doha,51.53104,25.285446,Qatar Airways,  12
2021/11/1,Middle East,Melbourne,144.9631,-37.8136,Dubai,55.270782,25.204849,Emirates,  16
2021/11/1,NE Asia,Melbourne,144.9631,-37.8136,Hong Kong,114.109497,22.396427,Cathay Pacific Airways,  39
2021/11/1,Europe,Melbourne,144.9631,-37.8136,London,-0.1262,51.5002,Qantas Airways,  2
2021/11/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Qantas Airways,  4
2021/11/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Scoot Tigerair,  30
2021/11/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Singapore Airlines,  60
2021/12/1,Middle East,Melbourne,144.9631,-37.8136,Abu Dhabi,54.3549,24.4882,Etihad Airways,  21
2021/12/1,New Zealand,Melbourne,144.9631,-37.8136,Auckland,174.7628,-36.8473,Air New Zealand,  19
2021/12/1,Middle East,Melbourne,144.9631,-37.8136,Doha,51.53104,25.285446,Qatar Airways,  31
2021/12/1,Middle East,Melbourne,144.9631,-37.8136,Dubai,55.270782,25.204849,Emirates,  31
2021/12/1,NE Asia,Melbourne,144.9631,-37.8136,Hong Kong,114.109497,22.396427,Cathay Pacific Airways,  38
2021/12/1,Europe,Melbourne,144.9631,-37.8136,London,-0.1262,51.5002,Qantas Airways,  12
2021/12/1,N America,Melbourne,144.9631,-37.8136,Los Angeles,-118.2433,34.0522,Qantas Airways,  5
2021/12/1,Islands,Melbourne,144.9631,-37.8136,Nadi,177.4167,-17.4800,Virgin Australia,  8
2021/12/1,S Asia,Melbourne,144.9631,-37.8136,New Delhi,77.2089,28.6139,Qantas Airways,  5
2021/12/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Jetstar,  7
2021/12/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Qantas Airways,  14
2021/12/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Scoot Tigerair,  31
2021/12/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Singapore Airlines,  62
2021/12/1,Middle East,Melbourne,144.9631,-37.8136,Abu Dhabi,54.3549,24.4882,Etihad Airways,  20
2021/12/1,New Zealand,Melbourne,144.9631,-37.8136,Auckland,174.7628,-36.8473,Air New Zealand,  19
2021/12/1,Middle East,Melbourne,144.9631,-37.8136,Doha,51.53104,25.285446,Qatar Airways,  30
2021/12/1,Middle East,Melbourne,144.9631,-37.8136,Dubai,55.270782,25.204849,Emirates,  31
2021/12/1,NE Asia,Melbourne,144.9631,-37.8136,Hong Kong,114.109497,22.396427,Cathay Pacific Airways,  38
2021/12/1,Europe,Melbourne,144.9631,-37.8136,London,-0.1262,51.5002,Qantas Airways,  11
2021/12/1,N America,Melbourne,144.9631,-37.8136,Los Angeles,-118.2433,34.0522,Qantas Airways,  6
2021/12/1,Islands,Melbourne,144.9631,-37.8136,Nadi,177.4167,-17.4800,Virgin Australia,  8
2021/12/1,S Asia,Melbourne,144.9631,-37.8136,New Delhi,77.2089,28.6139,Qantas Airways,  5
2021/12/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Jetstar,  7
2021/12/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Qantas Airways,  14
2021/12/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Scoot Tigerair,  31
2021/12/1,SE Asia,Melbourne,144.9631,-37.8136,Singapore,103.819839,1.352083,Singapore Airlines,  62
