Month,In/Out,Australia,Latitude,Longitude ,International,Latitude,Longitude ,AllFlights
44640,I,Brisbane,-27.47,153.023,Port Moresby,-9.4671,147.1960,2
44640,I,Brisbane,-27.47,153.023,Port Moresby,-9.4671,147.1960,25
44640,I,Brisbane,-27.47,153.023,Port Moresby,-9.4671,147.1960,15
44640,I,Brisbane,-27.47,153.023,Port Vila,-17.7365,168.3147,11
44640,I,Brisbane,-27.47,153.023,Port Vila,-17.7365,168.3147,9
44640,I,Brisbane,-27.47,153.023,Queenstown,-45.0327,168.6580,8
44640,I,Brisbane,-27.47,153.023,Queenstown,-45.0327,168.6580,10
44640,I,Brisbane,-27.47,153.023,Vancouver,49.2636,-123.1386,25
44640,I,Brisbane,-27.47,153.023,Wellington,-41.2851,174.7760,13
44640,I,Brisbane,-27.47,153.023,Wellington,-41.2851,174.7760,30
44640,I,Cairns,-16.9256,145.7753,Denpasar,-8.6722,115.2336,12
44640,I,Cairns,-16.9256,145.7753,Osaka,34.6939,135.5022,20
44640,I,Cairns,-16.9256,145.7753,Port Moresby,-9.4671,147.1960,37
44640,I,Cairns,-16.9256,145.7753,Port Moresby,-9.4671,147.1960,15
44640,I,Darwin,-12.45,130.8333,Denpasar,-8.6722,115.2336,15
44640,I,Darwin,-12.45,130.8333,London,51.5002,-0.1262,5
44640,I,Gold Coast,-28.0015,153.4285,Auckland,-36.8473,174.7628,16
44640,I,Gold Coast,-28.0015,153.4285,Auckland,-36.8473,174.7628,22
44640,I,Gold Coast,-28.0015,153.4285,Auckland,-36.8473,174.7628,21
44640,I,Gold Coast,-28.0015,153.4285,Christchurch,-43.5308,172.6380,5
44640,I,Gold Coast,-28.0015,153.4285,Christchurch,-43.5308,172.6380,10
44640,I,Gold Coast,-28.0015,153.4285,Queenstown,-45.0327,168.6580,9
44640,I,Gold Coast,-28.0015,153.4285,Wellington,-41.2851,174.7760,10
44640,I,Melbourne,-37.8136,144.9631,Abu Dhabi,24.4882,54.3549,42
44640,I,Melbourne,-37.8136,144.9631,Auckland,-36.8473,174.7628,81
44640,I,Melbourne,-37.8136,144.9631,Auckland,-36.8473,174.7628,21
44640,I,Melbourne,-37.8136,144.9631,Auckland,-36.8473,174.7628,93
44640,I,Melbourne,-37.8136,144.9631,Auckland,-36.8473,174.7628,41
44640,I,Melbourne,-37.8136,144.9631,Bandar Seri Begawan,4.8807,114.9223,24
44640,I,Melbourne,-37.8136,144.9631,Christchurch,-43.5308,172.6380,23
44640,I,Melbourne,-37.8136,144.9631,Christchurch,-43.5308,172.6380,20
44640,I,Melbourne,-37.8136,144.9631,Christchurch,-43.5308,172.6380,25
44640,I,Melbourne,-37.8136,144.9631,Christchurch,-43.5308,172.6380,27
44640,I,Melbourne,-37.8136,144.9631,Colombo,6.9344,79.8428,25
44640,I,Melbourne,-37.8136,144.9631,Denpasar,-8.6722,115.2336,1
44640,I,Melbourne,-37.8136,144.9631,Denpasar,-8.6722,115.2336,21
44640,I,Melbourne,-37.8136,144.9631,Denpasar,-8.6722,115.2336,47
44640,I,Melbourne,-37.8136,144.9631,Denpasar,-8.6722,115.2336,3
44640,I,Melbourne,-37.8136,144.9631,Denpasar,-8.6722,115.2336,17
44640,I,Melbourne,-37.8136,144.9631,Denpasar,-8.6722,115.2336,18
44640,I,Melbourne,-37.8136,144.9631,Guangzhou,23.1291,113.2644,28
44640,I,Melbourne,-37.8136,144.9631,Honolulu,21.3099,-157.8582,5
44640,I,Melbourne,-37.8136,144.9631,London,51.5002,-0.1262,25
44640,I,Melbourne,-37.8136,144.9631,Los Angeles,34.0522,-118.2433,1
44640,I,Melbourne,-37.8136,144.9631,Los Angeles,34.0522,-118.2433,30
44640,I,Melbourne,-37.8136,144.9631,Los Angeles,34.0522,-118.2433,12
44640,I,Melbourne,-37.8136,144.9631,Los Angeles,34.0522,-118.2433,14
44640,I,Melbourne,-37.8136,144.9631,Manila,14.5823,120.9748,6
44640,I,Melbourne,-37.8136,144.9631,Manila,14.5823,120.9748,14
44640,I,Melbourne,-37.8136,144.9631,Nadi,-17.4800,177.4167,15
44640,I,Melbourne,-37.8136,144.9631,Nadi,-17.4800,177.4167,6
44640,I,Melbourne,-37.8136,144.9631,New Delhi,28.6139,77.2089,9
44640,I,Melbourne,-37.8136,144.9631,Nouméa,-22.2758,166.4580,5
44640,I,Melbourne,-37.8136,144.9631,Phuket,7.8900,98.3982,9
44640,I,Melbourne,-37.8136,144.9631,Port Vila,-17.7365,168.3147,7
44640,I,Melbourne,-37.8136,144.9631,Queenstown,-45.0327,168.6580,13
44640,I,Melbourne,-37.8136,144.9631,Queenstown,-45.0327,168.6580,22
44640,I,Melbourne,-37.8136,144.9631,Queenstown,-45.0327,168.6580,13
44640,I,Melbourne,-37.8136,144.9631,Santiago,-33.4500,-70.6667,11
44640,I,Melbourne,-37.8136,144.9631,Vancouver,49.2636,-123.1386,14
44640,I,Melbourne,-37.8136,144.9631,Wellington,-41.2851,174.7760,15
44640,I,Melbourne,-37.8136,144.9631,Wellington,-41.2851,174.7760,25
44640,I,Melbourne,-37.8136,144.9631,Wellington,-41.2851,174.7760,15
44640,I,Melbourne,-37.8136,144.9631,Xiamen,24.4795,118.0895,5
44640,I,Perth,-31.9529,115.8573,Auckland,-36.8473,174.7628,32
44640,I,Perth,-31.9529,115.8573,Denpasar,-8.6722,115.2336,14
44640,I,Perth,-31.9529,115.8573,Denpasar,-8.6722,115.2336,12
44640,I,Perth,-31.9529,115.8573,Denpasar,-8.6722,115.2336,27
44640,I,Perth,-31.9529,115.8573,Denpasar,-8.6722,115.2336,60
44640,I,Perth,-31.9529,115.8573,Denpasar,-8.6722,115.2336,38
44640,I,Perth,-31.9529,115.8573,Denpasar,-8.6722,115.2336,22
44640,I,Perth,-31.9529,115.8573,Johannesburg,-26.2015,28.0455,19
44640,I,Perth,-31.9529,115.8573,Kota Kinabalu,5.9714,116.0953,2
44640,I,Perth,-31.9529,115.8573,London,51.5002,-0.1262,3
44640,I,Perth,-31.9529,115.8573,London,51.5002,-0.1262,25
44640,I,Port Hedland,-20.31,118.6011,Denpasar,-8.6722,115.2336,2
44640,I,Sydney,-33.8728,151.2053,Abu Dhabi,24.4882,54.3549,49
44640,I,Sydney,-33.8728,151.2053,Apia,-13.8333,-171.7500,4
44640,I,Sydney,-33.8728,151.2053,Apia,-13.8333,-171.7500,3
44640,I,Sydney,-33.8728,151.2053,Auckland,-36.8473,174.7628,111
44640,I,Sydney,-33.8728,151.2053,Auckland,-36.8473,174.7628,23
44640,I,Sydney,-33.8728,151.2053,Auckland,-36.8473,174.7628,16
44640,I,Sydney,-33.8728,151.2053,Auckland,-36.8473,174.7628,115
44640,I,Sydney,-33.8728,151.2053,Auckland,-36.8473,174.7628,58
44640,I,Sydney,-33.8728,151.2053,Christchurch,-43.5308,172.6380,31
44640,I,Sydney,-33.8728,151.2053,Christchurch,-43.5308,172.6380,24
44640,I,Sydney,-33.8728,151.2053,Christchurch,-43.5308,172.6380,26
44640,I,Sydney,-33.8728,151.2053,Christchurch,-43.5308,172.6380,9
44640,I,Sydney,-33.8728,151.2053,Dallas,32.7758,-96.7967,21
44640,I,Sydney,-33.8728,151.2053,Denpasar,-8.6722,115.2336,18
44640,I,Sydney,-33.8728,151.2053,Denpasar,-8.6722,115.2336,20
44640,I,Sydney,-33.8728,151.2053,Denpasar,-8.6722,115.2336,3
44640,I,Sydney,-33.8728,151.2053,Denpasar,-8.6722,115.2336,15
44640,I,Sydney,-33.8728,151.2053,Denpasar,-8.6722,115.2336,24
44640,I,Sydney,-33.8728,151.2053,Denpasar,-8.6722,115.2336,35
44640,I,Sydney,-33.8728,151.2053,Guangzhou,23.1291,113.2644,28
44640,I,Sydney,-33.8728,151.2053,Honolulu,21.3099,-157.8582,16
44640,I,Sydney,-33.8728,151.2053,Honolulu,21.3099,-157.8582,25
44640,I,Sydney,-33.8728,151.2053,Houston,29.7628,-95.3831,19
44640,I,Sydney,-33.8728,151.2053,Johannesburg,-26.2015,28.0455,23
44640,I,Sydney,-33.8728,151.2053,London,51.5002,-0.1262,31
44640,I,Sydney,-33.8728,151.2053,London,51.5002,-0.1262,5
44640,I,Sydney,-33.8728,151.2053,London,51.5002,-0.1262,20
44640,I,Sydney,-33.8728,151.2053,Los Angeles,34.0522,-118.2433,18
44640,I,Sydney,-33.8728,151.2053,Los Angeles,34.0522,-118.2433,19
44640,I,Sydney,-33.8728,151.2053,Los Angeles,34.0522,-118.2433,7
44640,I,Sydney,-33.8728,151.2053,Los Angeles,34.0522,-118.2433,18
44640,I,Sydney,-33.8728,151.2053,Los Angeles,34.0522,-118.2433,17
44640,I,Sydney,-33.8728,151.2053,Los Angeles,34.0522,-118.2433,26
44640,I,Sydney,-33.8728,151.2053,Manila,14.5823,120.9748,9
44640,I,Sydney,-33.8728,151.2053,Manila,14.5823,120.9748,16
44640,I,Sydney,-33.8728,151.2053,Manila,14.5823,120.9748,19
44640,I,Sydney,-33.8728,151.2053,Nadi,-17.4800,177.4167,37
44640,I,Sydney,-33.8728,151.2053,Nadi,-17.4800,177.4167,10
44640,I,Sydney,-33.8728,151.2053,Nadi,-17.4800,177.4167,13
44640,I,Sydney,-33.8728,151.2053,Nadi,-17.4800,177.4167,19
44640,I,Sydney,-33.8728,151.2053,New Delhi,28.6139,77.2089,16
44640,I,Sydney,-33.8728,151.2053,New York,40.7130,-74.0072,18
44640,I,Sydney,-33.8728,151.2053,Nouméa,-22.2758,166.4580,13
44640,I,Sydney,-33.8728,151.2053,Nouméa,-22.2758,166.4580,11
44640,I,Sydney,-33.8728,151.2053,Osaka,34.6939,135.5022,11
44640,I,Sydney,-33.8728,151.2053,Phuket,7.8900,98.3982,10
44640,I,Sydney,-33.8728,151.2053,Port Moresby,-9.4671,147.1960,2
44640,I,Sydney,-33.8728,151.2053,Port Moresby,-9.4671,147.1960,4
44640,I,Sydney,-33.8728,151.2053,Port Vila,-17.7365,168.3147,15
44640,I,Sydney,-33.8728,151.2053,Queenstown,-45.0327,168.6580,9
44640,I,Sydney,-33.8728,151.2053,Queenstown,-45.0327,168.6580,22
44640,I,Sydney,-33.8728,151.2053,Queenstown,-45.0327,168.6580,35
44640,I,Sydney,-33.8728,151.2053,Queenstown,-45.0327,168.6580,20
44640,I,Sydney,-33.8728,151.2053,Rarotonga,-21.2333,-159.7833,3
44640,I,Sydney,-33.8728,151.2053,Santiago,-33.4500,-70.6667,16
44640,I,Sydney,-33.8728,151.2053,Santiago,-33.4500,-70.6667,10
44640,I,Sydney,-33.8728,151.2053,Santiago,-33.4500,-70.6667,16
44640,I,Sydney,-33.8728,151.2053,Sapporo,43.0343,141.3588,7
44640,I,Sydney,-33.8728,151.2053,Suva,-18.1434,178.4372,3
44640,I,Sydney,-33.8728,151.2053,Vancouver,49.2636,-123.1386,29
44640,I,Sydney,-33.8728,151.2053,Wellington,-41.2851,174.7760,29
44640,I,Sydney,-33.8728,151.2053,Wellington,-41.2851,174.7760,48
44640,I,Sydney,-33.8728,151.2053,Wellington,-41.2851,174.7760,16
44640,I,Sydney,-33.8728,151.2053,Xiamen,24.4795,118.0895,11
44640,O,Adelaide,-34.9273,138.5995,Auckland,-36.8473,174.7628,16
44640,O,Adelaide,-34.9273,138.5995,Denpasar,-8.6722,115.2336,26
44640,O,Adelaide,-34.9273,138.5995,Denpasar,-8.6722,115.2336,10
44640,O,Brisbane,-27.47,153.023,Abu Dhabi,24.4882,54.3549,20
44640,O,Brisbane,-27.47,153.023,Apia,-13.8333,-171.7500,3
44640,O,Brisbane,-27.47,153.023,Apia,-13.8333,-171.7500,2
44640,O,Brisbane,-27.47,153.023,Auckland,-36.8473,174.7628,63
44640,O,Brisbane,-27.47,153.023,Auckland,-36.8473,174.7628,17
44640,O,Brisbane,-27.47,153.023,Auckland,-36.8473,174.7628,39
44640,O,Brisbane,-27.47,153.023,Auckland,-36.8473,174.7628,48
44640,O,Brisbane,-27.47,153.023,Bandar Seri Begawan,4.8807,114.9223,13
44640,O,Brisbane,-27.47,153.023,Christchurch,-43.5308,172.6380,18
44640,O,Brisbane,-27.47,153.023,Christchurch,-43.5308,172.6380,18
44640,O,Brisbane,-27.47,153.023,Christchurch,-43.5308,172.6380,25
44640,O,Brisbane,-27.47,153.023,Denpasar,-8.6722,115.2336,24
44640,O,Brisbane,-27.47,153.023,Denpasar,-8.6722,115.2336,10
44640,O,Brisbane,-27.47,153.023,Denpasar,-8.6722,115.2336,30
44640,O,Brisbane,-27.47,153.023,Dunedin,-45.8667,170.5000,10
44640,O,Brisbane,-27.47,153.023,Honolulu,21.3099,-157.8582,10
44640,O,Brisbane,-27.47,153.023,Los Angeles,34.0522,-118.2433,33
44640,O,Brisbane,-27.47,153.023,Los Angeles,34.0522,-118.2433,20
44640,O,Brisbane,-27.47,153.023,Manila,14.5823,120.9748,15
44640,O,Brisbane,-27.47,153.023,Munda,-8.3281,157.2708,3
44640,O,Brisbane,-27.47,153.023,Nadi,-17.4800,177.4167,17
44640,O,Brisbane,-27.47,153.023,Nadi,-17.4800,177.4167,24
44640,O,Brisbane,-27.47,153.023,Nouméa,-22.2758,166.4580,5
44640,O,Brisbane,-27.47,153.023,Port Moresby,-9.4671,147.1960,28
44640,O,Brisbane,-27.47,153.023,Port Moresby,-9.4671,147.1960,2
44640,O,Brisbane,-27.47,153.023,Port Moresby,-9.4671,147.1960,25
44640,O,Brisbane,-27.47,153.023,Port Moresby,-9.4671,147.1960,15
44640,O,Brisbane,-27.47,153.023,Port Vila,-17.7365,168.3147,8
44640,O,Brisbane,-27.47,153.023,Port Vila,-17.7365,168.3147,8
44640,O,Brisbane,-27.47,153.023,Queenstown,-45.0327,168.6580,8
44640,O,Brisbane,-27.47,153.023,Queenstown,-45.0327,168.6580,10
44640,O,Brisbane,-27.47,153.023,Vancouver,49.2636,-123.1386,27
44640,O,Brisbane,-27.47,153.023,Wellington,-41.2851,174.7760,13
44640,O,Brisbane,-27.47,153.023,Wellington,-41.2851,174.7760,29
44640,O,Cairns,-16.9256,145.7753,Denpasar,-8.6722,115.2336,11
44640,O,Cairns,-16.9256,145.7753,Osaka,34.6939,135.5022,20
44640,O,Cairns,-16.9256,145.7753,Port Moresby,-9.4671,147.1960,35
44640,O,Cairns,-16.9256,145.7753,Port Moresby,-9.4671,147.1960,16
44640,O,Darwin,-12.45,130.8333,Denpasar,-8.6722,115.2336,15
44640,O,Darwin,-12.45,130.8333,London,51.5002,-0.1262,3
44640,O,Gold Coast,-28.0015,153.4285,Auckland,-36.8473,174.7628,16
44640,O,Gold Coast,-28.0015,153.4285,Auckland,-36.8473,174.7628,22
44640,O,Gold Coast,-28.0015,153.4285,Auckland,-36.8473,174.7628,21
44640,O,Gold Coast,-28.0015,153.4285,Christchurch,-43.5308,172.6380,5
44640,O,Gold Coast,-28.0015,153.4285,Christchurch,-43.5308,172.6380,10
44640,O,Gold Coast,-28.0015,153.4285,Queenstown,-45.0327,168.6580,9
44640,O,Gold Coast,-28.0015,153.4285,Wellington,-41.2851,174.7760,10
44640,O,Melbourne,-37.8136,144.9631,Abu Dhabi,24.4882,54.3549,42
44640,O,Melbourne,-37.8136,144.9631,Auckland,-36.8473,174.7628,80
44640,O,Melbourne,-37.8136,144.9631,Auckland,-36.8473,174.7628,20
44640,O,Melbourne,-37.8136,144.9631,Auckland,-36.8473,174.7628,91
44640,O,Melbourne,-37.8136,144.9631,Auckland,-36.8473,174.7628,40
44640,O,Melbourne,-37.8136,144.9631,Bandar Seri Begawan,4.8807,114.9223,26
44640,O,Melbourne,-37.8136,144.9631,Christchurch,-43.5308,172.6380,23
44640,O,Melbourne,-37.8136,144.9631,Christchurch,-43.5308,172.6380,19
44640,O,Melbourne,-37.8136,144.9631,Christchurch,-43.5308,172.6380,25
44640,O,Melbourne,-37.8136,144.9631,Christchurch,-43.5308,172.6380,26
44640,O,Melbourne,-37.8136,144.9631,Colombo,6.9344,79.8428,25
44640,O,Melbourne,-37.8136,144.9631,Denpasar,-8.6722,115.2336,1
44640,O,Melbourne,-37.8136,144.9631,Denpasar,-8.6722,115.2336,21
44640,O,Melbourne,-37.8136,144.9631,Denpasar,-8.6722,115.2336,45
44640,O,Melbourne,-37.8136,144.9631,Denpasar,-8.6722,115.2336,1
44640,O,Melbourne,-37.8136,144.9631,Denpasar,-8.6722,115.2336,17
44640,O,Melbourne,-37.8136,144.9631,Denpasar,-8.6722,115.2336,18
44640,O,Melbourne,-37.8136,144.9631,Guangzhou,23.1291,113.2644,28
44640,O,Melbourne,-37.8136,144.9631,Honolulu,21.3099,-157.8582,5
44640,O,Melbourne,-37.8136,144.9631,London,51.5002,-0.1262,25
44640,O,Melbourne,-37.8136,144.9631,Los Angeles,34.0522,-118.2433,32
44640,O,Melbourne,-37.8136,144.9631,Los Angeles,34.0522,-118.2433,14
44640,O,Melbourne,-37.8136,144.9631,Los Angeles,34.0522,-118.2433,14
44640,O,Melbourne,-37.8136,144.9631,Manila,14.5823,120.9748,6
44640,O,Melbourne,-37.8136,144.9631,Manila,14.5823,120.9748,14
44640,O,Melbourne,-37.8136,144.9631,Nadi,-17.4800,177.4167,15
44640,O,Melbourne,-37.8136,144.9631,Nadi,-17.4800,177.4167,6
44640,O,Melbourne,-37.8136,144.9631,New Delhi,28.6139,77.2089,9
44640,O,Melbourne,-37.8136,144.9631,Nouméa,-22.2758,166.4580,5
44640,O,Melbourne,-37.8136,144.9631,Phuket,7.8900,98.3982,9
44640,O,Melbourne,-37.8136,144.9631,Phuket,7.8900,98.3982,2
44640,O,Melbourne,-37.8136,144.9631,Port Vila,-17.7365,168.3147,7
44640,O,Melbourne,-37.8136,144.9631,Queenstown,-45.0327,168.6580,13
44640,O,Melbourne,-37.8136,144.9631,Queenstown,-45.0327,168.6580,21
44640,O,Melbourne,-37.8136,144.9631,Queenstown,-45.0327,168.6580,13
44640,O,Melbourne,-37.8136,144.9631,Santiago,-33.4500,-70.6667,12
44640,O,Melbourne,-37.8136,144.9631,Vancouver,49.2636,-123.1386,15
44640,O,Melbourne,-37.8136,144.9631,Wellington,-41.2851,174.7760,15
44640,O,Melbourne,-37.8136,144.9631,Wellington,-41.2851,174.7760,25
44640,O,Melbourne,-37.8136,144.9631,Wellington,-41.2851,174.7760,14
44640,O,Melbourne,-37.8136,144.9631,Xiamen,24.4795,118.0895,5
44640,O,Perth,-31.9529,115.8573,Auckland,-36.8473,174.7628,33
44640,O,Perth,-31.9529,115.8573,Denpasar,-8.6722,115.2336,15
44640,O,Perth,-31.9529,115.8573,Denpasar,-8.6722,115.2336,12
44640,O,Perth,-31.9529,115.8573,Denpasar,-8.6722,115.2336,27
44640,O,Perth,-31.9529,115.8573,Denpasar,-8.6722,115.2336,60
44640,O,Perth,-31.9529,115.8573,Denpasar,-8.6722,115.2336,35
44640,O,Perth,-31.9529,115.8573,Denpasar,-8.6722,115.2336,20
44640,O,Perth,-31.9529,115.8573,Johannesburg,-26.2015,28.0455,18
44640,O,Perth,-31.9529,115.8573,Kota Kinabalu,5.9714,116.0953,2
44640,O,Perth,-31.9529,115.8573,London,51.5002,-0.1262,25
44640,O,Perth,-31.9529,115.8573,London,51.5002,-0.1262,2
44640,O,Port Hedland,-20.31,118.6011,Denpasar,-8.6722,115.2336,2
44640,O,Sydney,-33.8728,151.2053,Abu Dhabi,24.4882,54.3549,49
44640,O,Sydney,-33.8728,151.2053,Apia,-13.8333,-171.7500,4
44640,O,Sydney,-33.8728,151.2053,Apia,-13.8333,-171.7500,3
44640,O,Sydney,-33.8728,151.2053,Auckland,-36.8473,174.7628,110
44640,O,Sydney,-33.8728,151.2053,Auckland,-36.8473,174.7628,23
44640,O,Sydney,-33.8728,151.2053,Auckland,-36.8473,174.7628,16
44640,O,Sydney,-33.8728,151.2053,Auckland,-36.8473,174.7628,113
44640,O,Sydney,-33.8728,151.2053,Auckland,-36.8473,174.7628,56
44640,O,Sydney,-33.8728,151.2053,Christchurch,-43.5308,172.6380,31
44640,O,Sydney,-33.8728,151.2053,Christchurch,-43.5308,172.6380,24
44640,O,Sydney,-33.8728,151.2053,Christchurch,-43.5308,172.6380,25
44640,O,Sydney,-33.8728,151.2053,Christchurch,-43.5308,172.6380,9
44640,O,Sydney,-33.8728,151.2053,Dallas,32.7758,-96.7967,21
44640,O,Sydney,-33.8728,151.2053,Denpasar,-8.6722,115.2336,18
44640,O,Sydney,-33.8728,151.2053,Denpasar,-8.6722,115.2336,23
44640,O,Sydney,-33.8728,151.2053,Denpasar,-8.6722,115.2336,1
44640,O,Sydney,-33.8728,151.2053,Denpasar,-8.6722,115.2336,15
44640,O,Sydney,-33.8728,151.2053,Denpasar,-8.6722,115.2336,24
44640,O,Sydney,-33.8728,151.2053,Denpasar,-8.6722,115.2336,32
44640,O,Sydney,-33.8728,151.2053,Guangzhou,23.1291,113.2644,28
44640,O,Sydney,-33.8728,151.2053,Honolulu,21.3099,-157.8582,16
44640,O,Sydney,-33.8728,151.2053,Honolulu,21.3099,-157.8582,25
44640,O,Sydney,-33.8728,151.2053,Houston,29.7628,-95.3831,21
44640,O,Sydney,-33.8728,151.2053,Johannesburg,-26.2015,28.0455,23
44640,O,Sydney,-33.8728,151.2053,London,51.5002,-0.1262,31
44640,O,Sydney,-33.8728,151.2053,London,51.5002,-0.1262,3
44640,O,Sydney,-33.8728,151.2053,London,51.5002,-0.1262,22
44640,O,Sydney,-33.8728,151.2053,Los Angeles,34.0522,-118.2433,18
44640,O,Sydney,-33.8728,151.2053,Los Angeles,34.0522,-118.2433,19
44640,O,Sydney,-33.8728,151.2053,Los Angeles,34.0522,-118.2433,7
44640,O,Sydney,-33.8728,151.2053,Los Angeles,34.0522,-118.2433,18
44640,O,Sydney,-33.8728,151.2053,Los Angeles,34.0522,-118.2433,19
44640,O,Sydney,-33.8728,151.2053,Los Angeles,34.0522,-118.2433,25
44640,O,Sydney,-33.8728,151.2053,Manila,14.5823,120.9748,10
44640,O,Sydney,-33.8728,151.2053,Manila,14.5823,120.9748,16
44640,O,Sydney,-33.8728,151.2053,Manila,14.5823,120.9748,19
44640,O,Sydney,-33.8728,151.2053,Nadi,-17.4800,177.4167,38
44640,O,Sydney,-33.8728,151.2053,Nadi,-17.4800,177.4167,10
44640,O,Sydney,-33.8728,151.2053,Nadi,-17.4800,177.4167,13
44640,O,Sydney,-33.8728,151.2053,Nadi,-17.4800,177.4167,19
44640,O,Sydney,-33.8728,151.2053,New Delhi,28.6139,77.2089,16
44640,O,Sydney,-33.8728,151.2053,New York,40.7130,-74.0072,18
44640,O,Sydney,-33.8728,151.2053,Nouméa,-22.2758,166.4580,15
44640,O,Sydney,-33.8728,151.2053,Nouméa,-22.2758,166.4580,11
44640,O,Sydney,-33.8728,151.2053,Osaka,34.6939,135.5022,11
44640,O,Sydney,-33.8728,151.2053,Phuket,7.8900,98.3982,2
44640,O,Sydney,-33.8728,151.2053,Phuket,7.8900,98.3982,8
44640,O,Sydney,-33.8728,151.2053,Port Moresby,-9.4671,147.1960,2
44640,O,Sydney,-33.8728,151.2053,Port Moresby,-9.4671,147.1960,4
44640,O,Sydney,-33.8728,151.2053,Port Vila,-17.7365,168.3147,14
44640,O,Sydney,-33.8728,151.2053,Queenstown,-45.0327,168.6580,9
44640,O,Sydney,-33.8728,151.2053,Queenstown,-45.0327,168.6580,20
44640,O,Sydney,-33.8728,151.2053,Queenstown,-45.0327,168.6580,35
44640,O,Sydney,-33.8728,151.2053,Queenstown,-45.0327,168.6580,20
44640,O,Sydney,-33.8728,151.2053,Rarotonga,-21.2333,-159.7833,2
44640,O,Sydney,-33.8728,151.2053,Santiago,-33.4500,-70.6667,16
44640,O,Sydney,-33.8728,151.2053,Santiago,-33.4500,-70.6667,9
44640,O,Sydney,-33.8728,151.2053,Santiago,-33.4500,-70.6667,16
44640,O,Sydney,-33.8728,151.2053,Sapporo,43.0343,141.3588,7
44640,O,Sydney,-33.8728,151.2053,Suva,-18.1434,178.4372,3
44640,O,Sydney,-33.8728,151.2053,Vancouver,49.2636,-123.1386,29
44640,O,Sydney,-33.8728,151.2053,Wellington,-41.2851,174.7760,29
44640,O,Sydney,-33.8728,151.2053,Wellington,-41.2851,174.7760,47
44640,O,Sydney,-33.8728,151.2053,Wellington,-41.2851,174.7760,16
44640,O,Sydney,-33.8728,151.2053,Xiamen,24.4795,118.0895,12
