Month,In/Out,Australia,"	Latitude",Longitude ,International,AllFlights
May-21,I,Melbourne,,,Hong Kong,  14
May-21,I,Melbourne,,,Jakarta,  4
May-21,I,Melbourne,,,Kuala Lumpur,  2
May-21,I,Melbourne,,,Manila,  2
May-21,I,Melbourne,,,Queenstown,  11
May-21,I,Melbourne,,,Queenstown,  7
May-21,I,Melbourne,,,Singapore,  30
May-21,I,Melbourne,,,Singapore,  31
May-21,I,Melbourne,,,Tokyo,  8
May-21,I,Melbourne,,,Wellington,  21
May-21,I,Melbourne,,,Wellington,  24
May-21,I,Perth,,,Auckland,  25
May-21,I,Perth,,,Doha,  18
May-21,I,Perth,,,Dubai,  9
May-21,I,Perth,,,Hong Kong,  13
May-21,I,Perth,,,Jakarta,  4
May-21,I,Perth,,,Singapore,  17
May-21,I,Perth,,,Singapore,  49
May-21,I,Sydney,,,Abu Dhabi,  21
May-21,I,Sydney,,,Auckland,  78
May-21,I,Sydney,,,Auckland,  20
May-21,I,Sydney,,,Auckland,  52
May-21,I,Sydney,,,Bangkok,  3
May-21,I,Sydney,,,Christchurch,  33
May-21,I,Sydney,,,Christchurch,  25
May-21,I,Sydney,,,Colombo,  9
May-21,I,Sydney,,,Doha,  31
May-21,I,Sydney,,,Dubai,  18
May-21,I,Sydney,,,Guangzhou,  5
May-21,I,Sydney,,,Hangzhou,  4
May-21,I,Sydney,,,Ho Chi Minh City,  9
May-21,I,Sydney,,,Hong Kong,  10
May-21,I,Sydney,,,Hong Kong,  5
May-21,I,Sydney,,,Jakarta,  4
May-21,I,Sydney,,,Jakarta,  4
May-21,I,Sydney,,,Kuala Lumpur,  6
May-21,I,Sydney,,,Kuala Lumpur,  3
May-21,I,Sydney,,,Los Angeles,  31
May-21,I,Sydney,,,Los Angeles,  29
May-21,I,Sydney,,,Los Angeles,  29
May-21,I,Sydney,,,Manila,  2
May-21,I,Sydney,,,Nadi,  3
May-21,I,Sydney,,,Noumea,  8
May-21,I,Sydney,,,Port Moresby,  5
May-21,I,Sydney,,,Queenstown,  14
May-21,I,Sydney,,,Queenstown,  27
May-21,I,Sydney,,,San Francisco,  30
May-21,I,Sydney,,,Seoul,  4
May-21,I,Sydney,,,Seoul,  2
May-21,I,Sydney,,,Shanghai,  4
May-21,I,Sydney,,,Singapore,  71
May-21,I,Sydney,,,Tokyo,  22
May-21,I,Sydney,,,Tokyo,  11
May-21,I,Sydney,,,Wellington,  27
May-21,I,Sydney,,,Wellington,  26
May-21,I,Sydney,,,Xiamen,  10
May-21,O,Adelaide,,,Auckland,  12
May-21,O,Adelaide,,,Doha,  13
May-21,O,Adelaide,,,Singapore,  17
May-21,O,Brisbane,,,Auckland,  61
May-21,O,Brisbane,,,Auckland,  31
May-21,O,Brisbane,,,Christchurch,  31
May-21,O,Brisbane,,,Christchurch,  15
May-21,O,Brisbane,,,Doha,  13
May-21,O,Brisbane,,,Dubai,  9
May-21,O,Brisbane,,,Honiara,  4
May-21,O,Brisbane,,,Manila,  1
May-21,O,Brisbane,,,Nauru,  2
May-21,O,Brisbane,,,Port Moresby,  29
May-21,O,Brisbane,,,Port Vila,  3
May-21,O,Brisbane,,,Queenstown,  7
May-21,O,Brisbane,,,Queenstown,  11
May-21,O,Brisbane,,,Singapore,  44
May-21,O,Brisbane,,,Taipei,  2
May-21,O,Brisbane,,,Wellington,  27
May-21,O,Gold Coast,,,Auckland,  28
May-21,O,Gold Coast,,,Auckland,  31
May-21,O,Gold Coast,,,Auckland,  11
May-21,O,Gold Coast,,,Christchurch,  9
May-21,O,Hobart,,,Auckland,  9
May-21,O,Melbourne,,,Abu Dhabi,  21
May-21,O,Melbourne,,,Auckland,  56
May-21,O,Melbourne,,,Auckland,  18
May-21,O,Melbourne,,,Auckland,  28
May-21,O,Melbourne,,,Bandar Seri Begawan,  4
May-21,O,Melbourne,,,Can Tho,  1
May-21,O,Melbourne,,,Christchurch,  23
May-21,O,Melbourne,,,Christchurch,  13
May-21,O,Melbourne,,,Colombo,  10
May-21,O,Melbourne,,,Doha,  31
May-21,O,Melbourne,,,Dubai,  13
May-21,O,Melbourne,,,Guangzhou,  4
May-21,O,Melbourne,,,Hong Kong,  13
May-21,O,Melbourne,,,Jakarta,  4
May-21,O,Melbourne,,,Kuala Lumpur,  2
May-21,O,Melbourne,,,Manila,  2
May-21,O,Melbourne,,,Queenstown,  10
May-21,O,Melbourne,,,Queenstown,  7
May-21,O,Melbourne,,,Singapore,  31
May-21,O,Melbourne,,,Singapore,  31
May-21,O,Melbourne,,,Wellington,  20
May-21,O,Melbourne,,,Wellington,  24
May-21,O,Perth,,,Auckland,  23
May-21,O,Perth,,,Doha,  18
May-21,O,Perth,,,Dubai,  9
May-21,O,Perth,,,Hong Kong,  14
May-21,O,Perth,,,Jakarta,  4
May-21,O,Perth,,,Singapore,  17
May-21,O,Perth,,,Singapore,  49
May-21,O,Sydney,,,Abu Dhabi,  21
May-21,O,Sydney,,,Auckland,  72
May-21,O,Sydney,,,Auckland,  20
May-21,O,Sydney,,,Auckland,  46
May-21,O,Sydney,,,Bangkok,  3
May-21,O,Sydney,,,Can Tho,  1
May-21,O,Sydney,,,Christchurch,  31
May-21,O,Sydney,,,Christchurch,  23
May-21,O,Sydney,,,Colombo,  9
May-21,O,Sydney,,,Doha,  31
May-21,O,Sydney,,,Dubai,  18
May-21,O,Sydney,,,Guangzhou,  5
May-21,O,Sydney,,,Hangzhou,  4
May-21,O,Sydney,,,Hong Kong,  5
May-21,O,Sydney,,,Jakarta,  4
May-21,O,Sydney,,,Jakarta,  4
May-21,O,Sydney,,,Kuala Lumpur,  6
May-21,O,Sydney,,,Kuala Lumpur,  3
May-21,O,Sydney,,,Los Angeles,  31
May-21,O,Sydney,,,Los Angeles,  30
May-21,O,Sydney,,,Los Angeles,  29
May-21,O,Sydney,,,Manila,  2
May-21,O,Sydney,,,Noumea,  8
May-21,O,Sydney,,,Port Moresby,  5
May-21,O,Sydney,,,Queenstown,  15
May-21,O,Sydney,,,Queenstown,  27
May-21,O,Sydney,,,San Francisco,  30
May-21,O,Sydney,,,Seoul,  5
May-21,O,Sydney,,,Seoul,  2
May-21,O,Sydney,,,Shanghai,  4
May-21,O,Sydney,,,Singapore,  71
May-21,O,Sydney,,,Tokyo,  23
May-21,O,Sydney,,,Tokyo,  12
May-21,O,Sydney,,,Wellington,  26
May-21,O,Sydney,,,Wellington,  26
May-21,O,Sydney,,,Xiamen,  9
Jun-21,I,Adelaide,,,Auckland,  12
Jun-21,I,Adelaide,,,Doha,  11
Jun-21,I,Adelaide,,,Singapore,  17
Jun-21,I,Brisbane,,,Auckland,  60
Jun-21,I,Brisbane,,,Auckland,  30
Jun-21,I,Brisbane,,,Christchurch,  28
Jun-21,I,Brisbane,,,Christchurch,  20
Jun-21,I,Brisbane,,,Doha,  13
Jun-21,I,Brisbane,,,Dubai,  8
Jun-21,I,Brisbane,,,Hong Kong,  5
Jun-21,I,Brisbane,,,Honiara,  4
Jun-21,I,Brisbane,,,Nadi,  3
Jun-21,I,Brisbane,,,Nauru,  2
Jun-21,I,Brisbane,,,Port Moresby,  31
Jun-21,I,Brisbane,,,Port Vila,  3
Jun-21,I,Brisbane,,,Queenstown,  10
Jun-21,I,Brisbane,,,Queenstown,  15
Jun-21,I,Brisbane,,,Singapore,  43
Jun-21,I,Brisbane,,,Taipei,  2
Jun-21,I,Brisbane,,,Wellington,  27
Jun-21,I,Cairns,,,Auckland,  4
Jun-21,I,Gold Coast,,,Auckland,  27
Jun-21,I,Gold Coast,,,Auckland,  26
Jun-21,I,Gold Coast,,,Auckland,  4
Jun-21,I,Gold Coast,,,Christchurch,  8
Jun-21,I,Hobart,,,Auckland,  7
Jun-21,I,Melbourne,,,Abu Dhabi,  22
Jun-21,I,Melbourne,,,Auckland,  38
Jun-21,I,Melbourne,,,Auckland,  1
Jun-21,I,Melbourne,,,Auckland,  9
Jun-21,I,Melbourne,,,Bandar Seri Begawan,  7
Jun-21,I,Melbourne,,,Christchurch,  5
Jun-21,I,Melbourne,,,Christchurch,  1
Jun-21,I,Melbourne,,,Christchurch,  6
Jun-21,I,Melbourne,,,Colombo,  8
Jun-21,I,Melbourne,,,Doha,  26
Jun-21,I,Melbourne,,,Dubai,  13
Jun-21,I,Melbourne,,,Guangzhou,  5
Jun-21,I,Melbourne,,,Hong Kong,  22
Jun-21,I,Melbourne,,,Jakarta,  1
Jun-21,I,Melbourne,,,Kuala Lumpur,  2
Jun-21,I,Melbourne,,,Manila,  2
Jun-21,I,Melbourne,,,Queenstown,  2
Jun-21,I,Melbourne,,,Queenstown,  2
Jun-21,I,Melbourne,,,Queenstown,  5
Jun-21,I,Melbourne,,,Singapore,  30
Jun-21,I,Melbourne,,,Singapore,  38
Jun-21,I,Melbourne,,,Tokyo,  6
Jun-21,I,Melbourne,,,Wellington,  3
Jun-21,I,Melbourne,,,Wellington,  6
Jun-21,I,Norfolk Island,,,Auckland,  3
Jun-21,I,Perth,,,Auckland,  25
Jun-21,I,Perth,,,Doha,  15
Jun-21,I,Perth,,,Dubai,  9
Jun-21,I,Perth,,,Hong Kong,  17
Jun-21,I,Perth,,,Jakarta,  2
Jun-21,I,Perth,,,Singapore,  16
Jun-21,I,Perth,,,Singapore,  52
Jun-21,I,Sydney,,,Abu Dhabi,  22
Jun-21,I,Sydney,,,Auckland,  53
Jun-21,I,Sydney,,,Auckland,  9
Jun-21,I,Sydney,,,Auckland,  38
Jun-21,I,Sydney,,,Bangkok,  6
Jun-21,I,Sydney,,,Christchurch,  22
Jun-21,I,Sydney,,,Christchurch,  20
Jun-21,I,Sydney,,,Colombo,  8
Jun-21,I,Sydney,,,Doha,  30
Jun-21,I,Sydney,,,Dubai,  18
Jun-21,I,Sydney,,,Guangzhou,  4
Jun-21,I,Sydney,,,Hangzhou,  4
Jun-21,I,Sydney,,,Ho Chi Minh City,  8
Jun-21,I,Sydney,,,Hong Kong,  29
Jun-21,I,Sydney,,,Jakarta,  5
Jun-21,I,Sydney,,,Kuala Lumpur,  1
Jun-21,I,Sydney,,,Kuala Lumpur,  2
Jun-21,I,Sydney,,,Los Angeles,  29
Jun-21,I,Sydney,,,Los Angeles,  30
Jun-21,I,Sydney,,,Los Angeles,  30
Jun-21,I,Sydney,,,Manila,  2
Jun-21,I,Sydney,,,Nadi,  4
Jun-21,I,Sydney,,,Noumea,  7
Jun-21,I,Sydney,,,Port Moresby,  4
Jun-21,I,Sydney,,,Queenstown,  14
Jun-21,I,Sydney,,,Queenstown,  25
Jun-21,I,Sydney,,,San Francisco,  30
Jun-21,I,Sydney,,,Seoul,  4
Jun-21,I,Sydney,,,Seoul,  2
Jun-21,I,Sydney,,,Shanghai,  5
Jun-21,I,Sydney,,,Singapore,  72
Jun-21,I,Sydney,,,Tokyo,  21
Jun-21,I,Sydney,,,Tokyo,  13
Jun-21,I,Sydney,,,Wellington,  22
Jun-21,I,Sydney,,,Wellington,  25
Jun-21,I,Sydney,,,Xiamen,  9
Jun-21,O,Adelaide,,,Auckland,  11
Jun-21,O,Adelaide,,,Doha,  12
Jun-21,O,Adelaide,,,Singapore,  18
Jun-21,O,Brisbane,,,Auckland,  51
Jun-21,O,Brisbane,,,Auckland,  26
Jun-21,O,Brisbane,,,Christchurch,  24
Jun-21,O,Brisbane,,,Christchurch,  17
Jun-21,O,Brisbane,,,Doha,  13
Jun-21,O,Brisbane,,,Dubai,  8
Jun-21,O,Brisbane,,,Hong Kong,  5
Jun-21,O,Brisbane,,,Honiara,  4
Jun-21,O,Brisbane,,,Nauru,  2
Jun-21,O,Brisbane,,,Port Moresby,  30
Jun-21,O,Brisbane,,,Port Vila,  3
Jun-21,O,Brisbane,,,Queenstown,  10
Jun-21,O,Brisbane,,,Queenstown,  12
Jun-21,O,Brisbane,,,Singapore,  43
Jun-21,O,Brisbane,,,Taipei,  2
Jun-21,O,Brisbane,,,Wellington,  24
Jun-21,O,Cairns,,,Auckland,  4
Jun-21,O,Gold Coast,,,Auckland,  26
Jun-21,O,Gold Coast,,,Auckland,  26
Jun-21,O,Gold Coast,,,Auckland,  4
Jun-21,O,Gold Coast,,,Christchurch,  8
Jun-21,O,Hobart,,,Auckland,  7
Jun-21,O,Melbourne,,,Abu Dhabi,  22
Jun-21,O,Melbourne,,,Auckland,  24
Jun-21,O,Melbourne,,,Auckland,  1
Jun-21,O,Melbourne,,,Auckland,  4
Jun-21,O,Melbourne,,,Bandar Seri Begawan,  7
Jun-21,O,Melbourne,,,Christchurch,  5
Jun-21,O,Melbourne,,,Christchurch,  1
Jun-21,O,Melbourne,,,Christchurch,  3
Jun-21,O,Melbourne,,,Colombo,  8
Jun-21,O,Melbourne,,,Doha,  30
Jun-21,O,Melbourne,,,Dubai,  13
Jun-21,O,Melbourne,,,Guangzhou,  5
Jun-21,O,Melbourne,,,Hong Kong,  22
Jun-21,O,Melbourne,,,Jakarta,  1
Jun-21,O,Melbourne,,,Kuala Lumpur,  2
Jun-21,O,Melbourne,,,Manila,  2
Jun-21,O,Melbourne,,,Queenstown,  2
Jun-21,O,Melbourne,,,Queenstown,  2
Jun-21,O,Melbourne,,,Queenstown,  2
Jun-21,O,Melbourne,,,Singapore,  30
Jun-21,O,Melbourne,,,Singapore,  38
Jun-21,O,Melbourne,,,Wellington,  3
Jun-21,O,Melbourne,,,Wellington,  4
Jun-21,O,Norfolk Island,,,Auckland,  3
Jun-21,O,Perth,,,Auckland,  21
Jun-21,O,Perth,,,Doha,  17
Jun-21,O,Perth,,,Dubai,  8
Jun-21,O,Perth,,,Hong Kong,  17
Jun-21,O,Perth,,,Jakarta,  2
Jun-21,O,Perth,,,Singapore,  18
Jun-21,O,Perth,,,Singapore,  52
Jun-21,O,Sydney,,,Abu Dhabi,  22
Jun-21,O,Sydney,,,Auckland,  45
Jun-21,O,Sydney,,,Auckland,  9
Jun-21,O,Sydney,,,Auckland,  29
Jun-21,O,Sydney,,,Bangkok,  5
Jun-21,O,Sydney,,,Christchurch,  22
Jun-21,O,Sydney,,,Christchurch,  19
Jun-21,O,Sydney,,,Colombo,  8
Jun-21,O,Sydney,,,Doha,  30
Jun-21,O,Sydney,,,Dubai,  18
Jun-21,O,Sydney,,,Guangzhou,  4
Jun-21,O,Sydney,,,Hangzhou,  4
Jun-21,O,Sydney,,,Hong Kong,  29
Jun-21,O,Sydney,,,Honolulu,  1
Jun-21,O,Sydney,,,Jakarta,  5
Jun-21,O,Sydney,,,Kuala Lumpur,  1
Jun-21,O,Sydney,,,Kuala Lumpur,  2
Jun-21,O,Sydney,,,Los Angeles,  29
Jun-21,O,Sydney,,,Los Angeles,  30
Jun-21,O,Sydney,,,Los Angeles,  30
Jun-21,O,Sydney,,,Manila,  2
Jun-21,O,Sydney,,,Nadi,  1
Jun-21,O,Sydney,,,Noumea,  8
Jun-21,O,Sydney,,,Port Moresby,  4
Jun-21,O,Sydney,,,Queenstown,  13
Jun-21,O,Sydney,,,Queenstown,  22
Jun-21,O,Sydney,,,San Francisco,  29
Jun-21,O,Sydney,,,Seoul,  4
Jun-21,O,Sydney,,,Seoul,  2
Jun-21,O,Sydney,,,Shanghai,  5
Jun-21,O,Sydney,,,Singapore,  70
Jun-21,O,Sydney,,,Tokyo,  20
Jun-21,O,Sydney,,,Tokyo,  12
Jun-21,O,Sydney,,,Wellington,  22
Jun-21,O,Sydney,,,Wellington,  24
Jun-21,O,Sydney,,,Xiamen,  9
Jul-21,I,Adelaide,,,Auckland,  12
Jul-21,I,Adelaide,,,Doha,  13
Jul-21,I,Adelaide,,,Singapore,  16
Jul-21,I,Brisbane,,,Auckland,  48
Jul-21,I,Brisbane,,,Auckland,  30
Jul-21,I,Brisbane,,,Christchurch,  18
Jul-21,I,Brisbane,,,Christchurch,  23
Jul-21,I,Brisbane,,,Doha,  13
Jul-21,I,Brisbane,,,Dubai,  10
Jul-21,I,Brisbane,,,Hong Kong,  4
Jul-21,I,Brisbane,,,Honiara,  5
Jul-21,I,Brisbane,,,Port Moresby,  31
Jul-21,I,Brisbane,,,Port Vila,  2
Jul-21,I,Brisbane,,,Queenstown,  15
Jul-21,I,Brisbane,,,Queenstown,  20
Jul-21,I,Brisbane,,,Santiago,  1
Jul-21,I,Brisbane,,,Singapore,  62
Jul-21,I,Brisbane,,,Taipei,  2
Jul-21,I,Brisbane,,,Taipei,  2
Jul-21,I,Brisbane,,,Wellington,  15
Jul-21,I,Cairns,,,Auckland,  5
Jul-21,I,Cairns,,,Auckland,  2
Jul-21,I,Gold Coast,,,Auckland,  19
Jul-21,I,Gold Coast,,,Auckland,  20
Jul-21,I,Gold Coast,,,Auckland,  3
Jul-21,I,Gold Coast,,,Christchurch,  7
Jul-21,I,Gold Coast,,,Queenstown,  6
Jul-21,I,Hobart,,,Auckland,  8
Jul-21,I,Melbourne,,,Abu Dhabi,  20
Jul-21,I,Melbourne,,,Auckland,  47
Jul-21,I,Melbourne,,,Auckland,  11
Jul-21,I,Melbourne,,,Auckland,  30
Jul-21,I,Melbourne,,,Bandar Seri Begawan,  7
Jul-21,I,Melbourne,,,Christchurch,  10
Jul-21,I,Melbourne,,,Christchurch,  5
Jul-21,I,Melbourne,,,Christchurch,  13
Jul-21,I,Melbourne,,,Colombo,  12
Jul-21,I,Melbourne,,,Doha,  25
Jul-21,I,Melbourne,,,Dubai,  14
Jul-21,I,Melbourne,,,Guangzhou,  4
Jul-21,I,Melbourne,,,Hong Kong,  22
Jul-21,I,Melbourne,,,Kuala Lumpur,  2
Jul-21,I,Melbourne,,,Manila,  2
Jul-21,I,Melbourne,,,Queenstown,  13
Jul-21,I,Melbourne,,,Queenstown,  12
Jul-21,I,Melbourne,,,Queenstown,  16
Jul-21,I,Melbourne,,,Singapore,  30
Jul-21,I,Melbourne,,,Singapore,  61
Jul-21,I,Melbourne,,,Taipei,  4
Jul-21,I,Melbourne,,,Tokyo,  8
Jul-21,I,Melbourne,,,Wellington,  10
Jul-21,I,Melbourne,,,Wellington,  16
Jul-21,I,Norfolk Island,,,Auckland,  4
Jul-21,I,Perth,,,Auckland,  25
Jul-21,I,Perth,,,Doha,  15
Jul-21,I,Perth,,,Dubai,  11
Jul-21,I,Perth,,,Hong Kong,  19
Jul-21,I,Perth,,,Jakarta,  1
Jul-21,I,Perth,,,Singapore,  31
Jul-21,I,Perth,,,Singapore,  62
Jul-21,I,Sunshine Coast,,,Auckland,  5
Jul-21,I,Sydney,,,Abu Dhabi,  19
Jul-21,I,Sydney,,,Auckland,  33
Jul-21,I,Sydney,,,Auckland,  24
Jul-21,I,Sydney,,,Bangkok,  7
Jul-21,I,Sydney,,,Christchurch,  1
Jul-21,I,Sydney,,,Colombo,  10
Jul-21,I,Sydney,,,Doha,  25
Jul-21,I,Sydney,,,Dubai,  18
Jul-21,I,Sydney,,,Guangzhou,  4
Jul-21,I,Sydney,,,Hangzhou,  5
Jul-21,I,Sydney,,,Ho Chi Minh City,  6
Jul-21,I,Sydney,,,Hong Kong,  40
Jul-21,I,Sydney,,,Jakarta,  4
Jul-21,I,Sydney,,,Kuala Lumpur,  4
Jul-21,I,Sydney,,,Kuala Lumpur,  2
Jul-21,I,Sydney,,,Los Angeles,  24
Jul-21,I,Sydney,,,Los Angeles,  30
Jul-21,I,Sydney,,,Los Angeles,  31
Jul-21,I,Sydney,,,Manila,  1
Jul-21,I,Sydney,,,Manila,  2
Jul-21,I,Sydney,,,Nadi,  4
Jul-21,I,Sydney,,,Noumea,  5
Jul-21,I,Sydney,,,Port Moresby,  4
Jul-21,I,Sydney,,,Port Vila,  1
Jul-21,I,Sydney,,,Queenstown,  6
Jul-21,I,Sydney,,,San Francisco,  31
Jul-21,I,Sydney,,,Seoul,  5
Jul-21,I,Sydney,,,Seoul,  2
Jul-21,I,Sydney,,,Shanghai,  3
Jul-21,I,Sydney,,,Singapore,  12
Jul-21,I,Sydney,,,Singapore,  77
Jul-21,I,Sydney,,,Taipei,  2
Jul-21,I,Sydney,,,Tokyo,  18
Jul-21,I,Sydney,,,Tokyo,  10
Jul-21,I,Sydney,,,Xiamen,  6
Jul-21,O,Adelaide,,,Auckland,  11
Jul-21,O,Adelaide,,,Doha,  13
Jul-21,O,Adelaide,,,Singapore,  17
Jul-21,O,Brisbane,,,Auckland,  34
Jul-21,O,Brisbane,,,Auckland,  1
Jul-21,O,Brisbane,,,Auckland,  21
Jul-21,O,Brisbane,,,Christchurch,  17
Jul-21,O,Brisbane,,,Christchurch,  18
Jul-21,O,Brisbane,,,Doha,  14
Jul-21,O,Brisbane,,,Dubai,  9
Jul-21,O,Brisbane,,,Hong Kong,  4
Jul-21,O,Brisbane,,,Honiara,  1
Jul-21,O,Brisbane,,,Port Moresby,  31
Jul-21,O,Brisbane,,,Queenstown,  15
Jul-21,O,Brisbane,,,Queenstown,  16
Jul-21,O,Brisbane,,,Santiago,  1
Jul-21,O,Brisbane,,,Singapore,  62
Jul-21,O,Brisbane,,,Taipei,  2
Jul-21,O,Brisbane,,,Taipei,  2
Jul-21,O,Brisbane,,,Wellington,  16
Jul-21,O,Cairns,,,Auckland,  6
Jul-21,O,Gold Coast,,,Auckland,  19
Jul-21,O,Gold Coast,,,Auckland,  20
Jul-21,O,Gold Coast,,,Auckland,  3
Jul-21,O,Gold Coast,,,Christchurch,  6
Jul-21,O,Gold Coast,,,Queenstown,  6
Jul-21,O,Hobart,,,Auckland,  7
Jul-21,O,Melbourne,,,Abu Dhabi,  20
Jul-21,O,Melbourne,,,Auckland,  26
Jul-21,O,Melbourne,,,Auckland,  10
Jul-21,O,Melbourne,,,Auckland,  18
Jul-21,O,Melbourne,,,Bandar Seri Begawan,  5
Jul-21,O,Melbourne,,,Christchurch,  10
Jul-21,O,Melbourne,,,Christchurch,  4
Jul-21,O,Melbourne,,,Christchurch,  10
Jul-21,O,Melbourne,,,Colombo,  12
Jul-21,O,Melbourne,,,Doha,  29
Jul-21,O,Melbourne,,,Dubai,  14
Jul-21,O,Melbourne,,,Guangzhou,  4
Jul-21,O,Melbourne,,,Hong Kong,  24
Jul-21,O,Melbourne,,,Kuala Lumpur,  2
Jul-21,O,Melbourne,,,Manila,  2
Jul-21,O,Melbourne,,,Queenstown,  12
Jul-21,O,Melbourne,,,Queenstown,  8
Jul-21,O,Melbourne,,,Queenstown,  11
Jul-21,O,Melbourne,,,Singapore,  29
Jul-21,O,Melbourne,,,Singapore,  62
Jul-21,O,Melbourne,,,Taipei,  4
Jul-21,O,Melbourne,,,Wellington,  10
Jul-21,O,Melbourne,,,Wellington,  13
Jul-21,O,Norfolk Island,,,Auckland,  4
Jul-21,O,Perth,,,Auckland,  21
Jul-21,O,Perth,,,Doha,  17
Jul-21,O,Perth,,,Dubai,  10
Jul-21,O,Perth,,,Hong Kong,  20
Jul-21,O,Perth,,,Jakarta,  1
Jul-21,O,Perth,,,Singapore,  28
Jul-21,O,Perth,,,Singapore,  62
Jul-21,O,Sunshine Coast,,,Auckland,  5
Jul-21,O,Sydney,,,Abu Dhabi,  23
Jul-21,O,Sydney,,,Auckland,  9
Jul-21,O,Sydney,,,Auckland,  5
Jul-21,O,Sydney,,,Bangkok,  7
Jul-21,O,Sydney,,,Christchurch,  2
Jul-21,O,Sydney,,,Colombo,  10
Jul-21,O,Sydney,,,Doha,  31
Jul-21,O,Sydney,,,Dubai,  18
Jul-21,O,Sydney,,,Guangzhou,  4
Jul-21,O,Sydney,,,Hangzhou,  5
Jul-21,O,Sydney,,,Hong Kong,  40
Jul-21,O,Sydney,,,Jakarta,  4
Jul-21,O,Sydney,,,Kuala Lumpur,  1
Jul-21,O,Sydney,,,Kuala Lumpur,  2
Jul-21,O,Sydney,,,Los Angeles,  30
Jul-21,O,Sydney,,,Los Angeles,  31
Jul-21,O,Sydney,,,Los Angeles,  31
Jul-21,O,Sydney,,,Manila,  2
Jul-21,O,Sydney,,,Manila,  1
Jul-21,O,Sydney,,,Nadi,  3
Jul-21,O,Sydney,,,Noumea,  7
Jul-21,O,Sydney,,,Port Moresby,  4
Jul-21,O,Sydney,,,San Francisco,  31
Jul-21,O,Sydney,,,Seoul,  5
Jul-21,O,Sydney,,,Seoul,  2
Jul-21,O,Sydney,,,Shanghai,  4
Jul-21,O,Sydney,,,Singapore,  12
Jul-21,O,Sydney,,,Singapore,  77
Jul-21,O,Sydney,,,Taipei,  2
Jul-21,O,Sydney,,,Tokyo,  21
Jul-21,O,Sydney,,,Tokyo,  14
Jul-21,O,Sydney,,,Vancouver,  1
Jul-21,O,Sydney,,,Xiamen,  9
Aug-21,I,Adelaide,,,Doha,  13
Aug-21,I,Adelaide,,,Singapore,  18
Aug-21,I,Brisbane,,,Auckland,  12
Aug-21,I,Brisbane,,,Doha,  12
Aug-21,I,Brisbane,,,Dubai,  13
Aug-21,I,Brisbane,,,Hong Kong,  5
Aug-21,I,Brisbane,,,Honiara,  4
Aug-21,I,Brisbane,,,Manila,  1
Aug-21,I,Brisbane,,,Medan,  1
Aug-21,I,Brisbane,,,Nadi,  3
Aug-21,I,Brisbane,,,Port Moresby,  29
Aug-21,I,Brisbane,,,Port Vila,  2
Aug-21,I,Brisbane,,,Singapore,  62
Aug-21,I,Brisbane,,,Taipei,  2
Aug-21,I,Brisbane,,,Taipei,  3
Aug-21,I,Melbourne,,,Abu Dhabi,  21
Aug-21,I,Melbourne,,,Auckland,  17
Aug-21,I,Melbourne,,,Bandar Seri Begawan,  5
Aug-21,I,Melbourne,,,Colombo,  9
Aug-21,I,Melbourne,,,Doha,  19
Aug-21,I,Melbourne,,,Dubai,  13
Aug-21,I,Melbourne,,,Guangzhou,  4
Aug-21,I,Melbourne,,,Ho Chi Minh City,  4
Aug-21,I,Melbourne,,,Hong Kong,  23
Aug-21,I,Melbourne,,,Kuala Lumpur,  2
Aug-21,I,Melbourne,,,Manila,  2
Aug-21,I,Melbourne,,,Singapore,  30
Aug-21,I,Melbourne,,,Singapore,  62
Aug-21,I,Melbourne,,,Taipei,  2
Aug-21,I,Melbourne,,,Tokyo,  9
Aug-21,I,Perth,,,Auckland,  9
Aug-21,I,Perth,,,Doha,  14
Aug-21,I,Perth,,,Dubai,  8
Aug-21,I,Perth,,,Hong Kong,  15
Aug-21,I,Perth,,,Jakarta,  1
Aug-21,I,Perth,,,Medan,  1
Aug-21,I,Perth,,,Singapore,  30
Aug-21,I,Perth,,,Singapore,  31
Aug-21,I,Sydney,,,Abu Dhabi,  16
Aug-21,I,Sydney,,,Auckland,  18
Aug-21,I,Sydney,,,Auckland,  4
Aug-21,I,Sydney,,,Bangkok,  9
Aug-21,I,Sydney,,,Colombo,  9
Aug-21,I,Sydney,,,Doha,  18
Aug-21,I,Sydney,,,Dubai,  20
Aug-21,I,Sydney,,,Guangzhou,  5
Aug-21,I,Sydney,,,Hangzhou,  4
Aug-21,I,Sydney,,,Ho Chi Minh City,  6
Aug-21,I,Sydney,,,Hong Kong,  45
Aug-21,I,Sydney,,,Jakarta,  4
Aug-21,I,Sydney,,,Kuala Lumpur,  5
Aug-21,I,Sydney,,,Kuala Lumpur,  2
Aug-21,I,Sydney,,,Los Angeles,  18
Aug-21,I,Sydney,,,Los Angeles,  27
Aug-21,I,Sydney,,,Los Angeles,  30
Aug-21,I,Sydney,,,Manila,  1
Aug-21,I,Sydney,,,Manila,  2
Aug-21,I,Sydney,,,Nadi,  4
Aug-21,I,Sydney,,,Noumea,  9
Aug-21,I,Sydney,,,Port Moresby,  5
Aug-21,I,Sydney,,,San Francisco,  30
Aug-21,I,Sydney,,,Seoul,  4
Aug-21,I,Sydney,,,Seoul,  4
Aug-21,I,Sydney,,,Shanghai,  1
Aug-21,I,Sydney,,,Singapore,  10
Aug-21,I,Sydney,,,Singapore,  74
Aug-21,I,Sydney,,,Taipei,  2
