Month,In/Out,Australia,"	Latitude",Longitude ,International,AllFlights
Sep-20,I,Brisbane,,,Taipei,  2
Sep-20,I,Cairns,,,Port Moresby,  5
Sep-20,I,Perth,,,Doha,  17
Sep-20,I,Perth,,,Dubai,  9
Sep-20,I,Perth,,,Hong Kong,  19
Sep-20,I,Perth,,,Jakarta,  2
Sep-20,I,Perth,,,Kuala Lumpur,  7
Sep-20,I,Perth,,,Singapore,  13
Sep-20,I,Perth,,,Singapore,  18
Sep-20,I,Sydney,,,Abu Dhabi,  1
Sep-20,I,Sydney,,,Abu Dhabi,  25
Sep-20,I,Sydney,,,Auckland,  34
Sep-20,I,Sydney,,,Auckland,  1
Sep-20,I,Sydney,,,Bangkok,  4
Sep-20,I,Sydney,,,Colombo,  4
Sep-20,I,Sydney,,,Doha,  30
Sep-20,I,Sydney,,,Dubai,  17
Sep-20,I,Sydney,,,Guangzhou,  9
Sep-20,I,Sydney,,,Hangzhou,  4
Sep-20,I,Sydney,,,Ho Chi Minh City,  6
Sep-20,I,Sydney,,,Hong Kong,  19
Sep-20,I,Sydney,,,Jakarta,  5
Sep-20,I,Sydney,,,Kuala Lumpur,  4
Sep-20,I,Sydney,,,Los Angeles,  13
Sep-20,I,Sydney,,,Los Angeles,  10
Sep-20,I,Sydney,,,Manila,  2
Sep-20,I,Sydney,,,New Delhi,  12
Sep-20,I,Sydney,,,Noumea,  4
Sep-20,I,Sydney,,,San Francisco,  30
Sep-20,I,Sydney,,,Seoul,  4
Sep-20,I,Sydney,,,Shanghai,  5
Sep-20,I,Sydney,,,Singapore,  22
Sep-20,I,Sydney,,,Singapore,  8
Sep-20,I,Sydney,,,Taipei,  3
Sep-20,I,Sydney,,,Tokyo,  13
Sep-20,I,Sydney,,,Tokyo,  8
Sep-20,I,Sydney,,,Xiamen,  9
Sep-20,O,Adelaide,,,Doha,  8
Sep-20,O,Adelaide,,,Kuala Lumpur,  1
Sep-20,O,Adelaide,,,Singapore,  6
Sep-20,O,Brisbane,,,Auckland,  18
Sep-20,O,Brisbane,,,Doha,  13
Sep-20,O,Brisbane,,,Dubai,  8
Sep-20,O,Brisbane,,,Honiara,  1
Sep-20,O,Brisbane,,,Kuala Lumpur,  1
Sep-20,O,Brisbane,,,Nauru,  3
Sep-20,O,Brisbane,,,Port Moresby,  22
Sep-20,O,Brisbane,,,Port Vila,  2
Sep-20,O,Brisbane,,,Singapore,  8
Sep-20,O,Brisbane,,,Taipei,  2
Sep-20,O,Brisbane,,,Taipei,  2
Sep-20,O,Cairns,,,Port Moresby,  4
Sep-20,O,Gold Coast,,,Singapore,  1
Sep-20,O,Melbourne,,,Abu Dhabi,  22
Sep-20,O,Melbourne,,,Auckland,  26
Sep-20,O,Melbourne,,,Bandar Seri Begawan,  8
Sep-20,O,Melbourne,,,Bangkok,  1
Sep-20,O,Melbourne,,,Colombo,  6
Sep-20,O,Melbourne,,,Doha,  30
Sep-20,O,Melbourne,,,Dubai,  13
Sep-20,O,Melbourne,,,Ho Chi Minh City,  1
Sep-20,O,Melbourne,,,Hong Kong,  16
Sep-20,O,Melbourne,,,Jakarta,  2
Sep-20,O,Melbourne,,,Kuala Lumpur,  4
Sep-20,O,Melbourne,,,Manila,  1
Sep-20,O,Melbourne,,,Singapore,  2
Sep-20,O,Melbourne,,,Singapore,  26
Sep-20,O,Melbourne,,,Taipei,  2
Sep-20,O,Melbourne,,,Van Don,  1
Sep-20,O,Perth,,,Doha,  17
Sep-20,O,Perth,,,Dubai,  8
Sep-20,O,Perth,,,Hong Kong,  19
Sep-20,O,Perth,,,Jakarta,  2
Sep-20,O,Perth,,,Kuala Lumpur,  7
Sep-20,O,Perth,,,Singapore,  13
Sep-20,O,Perth,,,Singapore,  18
Sep-20,O,Sydney,,,Abu Dhabi,  26
Sep-20,O,Sydney,,,Auckland,  34
Sep-20,O,Sydney,,,Bangkok,  1
Sep-20,O,Sydney,,,Bangkok,  4
Sep-20,O,Sydney,,,Colombo,  4
Sep-20,O,Sydney,,,Doha,  30
Sep-20,O,Sydney,,,Dubai,  1
Sep-20,O,Sydney,,,Dubai,  17
Sep-20,O,Sydney,,,Guangzhou,  9
Sep-20,O,Sydney,,,Hangzhou,  4
Sep-20,O,Sydney,,,Ho Chi Minh City,  1
Sep-20,O,Sydney,,,Hong Kong,  20
Sep-20,O,Sydney,,,Jakarta,  4
Sep-20,O,Sydney,,,Kuala Lumpur,  4
Sep-20,O,Sydney,,,Los Angeles,  13
Sep-20,O,Sydney,,,Los Angeles,  9
Sep-20,O,Sydney,,,Manila,  1
Sep-20,O,Sydney,,,Manila,  1
Sep-20,O,Sydney,,,New Delhi,  12
Sep-20,O,Sydney,,,Noumea,  5
Sep-20,O,Sydney,,,San Francisco,  30
Sep-20,O,Sydney,,,Seoul,  4
Sep-20,O,Sydney,,,Seoul,  2
Sep-20,O,Sydney,,,Shanghai,  5
Sep-20,O,Sydney,,,Singapore,  1
Sep-20,O,Sydney,,,Singapore,  8
Sep-20,O,Sydney,,,Singapore,  22
Sep-20,O,Sydney,,,Taipei,  3
Sep-20,O,Sydney,,,Tokyo,  12
Sep-20,O,Sydney,,,Van Don,  1
Sep-20,O,Sydney,,,Xiamen,  8
Oct-20,I,Adelaide,,,Doha,  10
Oct-20,I,Adelaide,,,Kuala Lumpur,  2
Oct-20,I,Adelaide,,,Singapore,  8
Oct-20,I,Brisbane,,,Auckland,  21
Oct-20,I,Brisbane,,,Auckland,  13
Oct-20,I,Brisbane,,,Doha,  13
Oct-20,I,Brisbane,,,Dubai,  10
Oct-20,I,Brisbane,,,Honiara,  5
Oct-20,I,Brisbane,,,Kuala Lumpur,  1
Oct-20,I,Brisbane,,,Nauru,  6
Oct-20,I,Brisbane,,,Port Moresby,  23
Oct-20,I,Brisbane,,,Port Vila,  3
Oct-20,I,Brisbane,,,Singapore,  9
Oct-20,I,Brisbane,,,Taipei,  2
Oct-20,I,Brisbane,,,Taipei,  1
Oct-20,I,Cairns,,,Port Moresby,  5
Oct-20,I,Perth,,,Doha,  18
Oct-20,I,Perth,,,Dubai,  9
Oct-20,I,Perth,,,Hong Kong,  15
Oct-20,I,Perth,,,Jakarta,  5
Oct-20,I,Perth,,,Kuala Lumpur,  7
Oct-20,I,Perth,,,Singapore,  13
Oct-20,I,Perth,,,Singapore,  17
Oct-20,I,Sydney,,,Abu Dhabi,  22
Oct-20,I,Sydney,,,Auckland,  36
Oct-20,I,Sydney,,,Auckland,  7
Oct-20,I,Sydney,,,Auckland,  1
Oct-20,I,Sydney,,,Auckland,  6
Oct-20,I,Sydney,,,Bangkok,  4
Oct-20,I,Sydney,,,Colombo,  5
Oct-20,I,Sydney,,,Doha,  31
Oct-20,I,Sydney,,,Dubai,  18
Oct-20,I,Sydney,,,Guangzhou,  8
Oct-20,I,Sydney,,,Hangzhou,  5
Oct-20,I,Sydney,,,Ho Chi Minh City,  7
Oct-20,I,Sydney,,,Hong Kong,  20
Oct-20,I,Sydney,,,Jakarta,  4
Oct-20,I,Sydney,,,Kuala Lumpur,  5
Oct-20,I,Sydney,,,Los Angeles,  22
Oct-20,I,Sydney,,,Los Angeles,  13
Oct-20,I,Sydney,,,Manila,  1
Oct-20,I,Sydney,,,Nadi,  2
Oct-20,I,Sydney,,,New Delhi,  6
Oct-20,I,Sydney,,,Noumea,  5
Oct-20,I,Sydney,,,San Francisco,  30
Oct-20,I,Sydney,,,Santiago,  1
Oct-20,I,Sydney,,,Santiago,  1
Oct-20,I,Sydney,,,Seoul,  5
Oct-20,I,Sydney,,,Seoul,  1
Oct-20,I,Sydney,,,Shanghai,  4
Oct-20,I,Sydney,,,Singapore,  22
Oct-20,I,Sydney,,,Singapore,  9
Oct-20,I,Sydney,,,Taipei,  18
Oct-20,I,Sydney,,,Tokyo,  13
Oct-20,I,Sydney,,,Tokyo,  8
Oct-20,I,Sydney,,,Xiamen,  9
Oct-20,O,Adelaide,,,Doha,  10
Oct-20,O,Adelaide,,,Kuala Lumpur,  2
Oct-20,O,Adelaide,,,Singapore,  4
Oct-20,O,Brisbane,,,Auckland,  20
Oct-20,O,Brisbane,,,Auckland,  13
Oct-20,O,Brisbane,,,Doha,  13
Oct-20,O,Brisbane,,,Dubai,  9
Oct-20,O,Brisbane,,,Honiara,  1
Oct-20,O,Brisbane,,,Kuala Lumpur,  1
Oct-20,O,Brisbane,,,Nauru,  5
Oct-20,O,Brisbane,,,Port Moresby,  23
Oct-20,O,Brisbane,,,Port Vila,  2
Oct-20,O,Brisbane,,,Singapore,  9
Oct-20,O,Brisbane,,,Taipei,  2
Oct-20,O,Brisbane,,,Taipei,  2
Oct-20,O,Cairns,,,Port Moresby,  5
Oct-20,O,Melbourne,,,Abu Dhabi,  23
Oct-20,O,Melbourne,,,Auckland,  31
Oct-20,O,Melbourne,,,Bandar Seri Begawan,  8
Oct-20,O,Melbourne,,,Colombo,  4
Oct-20,O,Melbourne,,,Doha,  31
Oct-20,O,Melbourne,,,Dubai,  14
Oct-20,O,Melbourne,,,Ho Chi Minh City,  2
Oct-20,O,Melbourne,,,Hong Kong,  14
Oct-20,O,Melbourne,,,Jakarta,  5
Oct-20,O,Melbourne,,,Kuala Lumpur,  5
Oct-20,O,Melbourne,,,New Delhi,  1
Oct-20,O,Melbourne,,,Singapore,  25
Oct-20,O,Melbourne,,,Taipei,  2
Oct-20,O,Perth,,,Doha,  18
Oct-20,O,Perth,,,Dubai,  9
Oct-20,O,Perth,,,Hong Kong,  16
Oct-20,O,Perth,,,Jakarta,  5
Oct-20,O,Perth,,,Kuala Lumpur,  7
Oct-20,O,Perth,,,Kuala Lumpur,  2
Oct-20,O,Perth,,,Singapore,  12
Oct-20,O,Perth,,,Singapore,  17
Oct-20,O,Sydney,,,Abu Dhabi,  23
Oct-20,O,Sydney,,,Apia,  1
Oct-20,O,Sydney,,,Auckland,  34
Oct-20,O,Sydney,,,Auckland,  7
Oct-20,O,Sydney,,,Auckland,  2
Oct-20,O,Sydney,,,Auckland,  6
Oct-20,O,Sydney,,,Bangkok,  4
Oct-20,O,Sydney,,,Colombo,  5
Oct-20,O,Sydney,,,Doha,  31
Oct-20,O,Sydney,,,Dubai,  18
Oct-20,O,Sydney,,,Guangzhou,  8
Oct-20,O,Sydney,,,Hangzhou,  5
Oct-20,O,Sydney,,,Ho Chi Minh City,  2
Oct-20,O,Sydney,,,Hong Kong,  21
Oct-20,O,Sydney,,,Jakarta,  5
Oct-20,O,Sydney,,,Kuala Lumpur,  5
Oct-20,O,Sydney,,,Los Angeles,  22
Oct-20,O,Sydney,,,Los Angeles,  14
Oct-20,O,Sydney,,,Manila,  1
Oct-20,O,Sydney,,,Nadi,  1
Oct-20,O,Sydney,,,New Delhi,  6
Oct-20,O,Sydney,,,Noumea,  4
Oct-20,O,Sydney,,,San Francisco,  29
Oct-20,O,Sydney,,,Santiago,  2
Oct-20,O,Sydney,,,Seoul,  5
Oct-20,O,Sydney,,,Seoul,  1
Oct-20,O,Sydney,,,Shanghai,  4
Oct-20,O,Sydney,,,Singapore,  1
Oct-20,O,Sydney,,,Singapore,  9
Oct-20,O,Sydney,,,Singapore,  14
Oct-20,O,Sydney,,,Taipei,  18
Oct-20,O,Sydney,,,Tokyo,  23
Oct-20,O,Sydney,,,Tokyo,  10
Oct-20,O,Sydney,,,Xiamen,  9
Nov-20,I,Adelaide,,,Doha,  7
Nov-20,I,Adelaide,,,Kuala Lumpur,  1
Nov-20,I,Adelaide,,,Singapore,  9
Nov-20,I,Adelaide,,,Tokyo,  2
Nov-20,I,Brisbane,,,Auckland,  21
Nov-20,I,Brisbane,,,Doha,  13
Nov-20,I,Brisbane,,,Dubai,  8
Nov-20,I,Brisbane,,,Honiara,  4
Nov-20,I,Brisbane,,,Nadi,  2
Nov-20,I,Brisbane,,,Nauru,  2
Nov-20,I,Brisbane,,,Port Moresby,  20
Nov-20,I,Brisbane,,,Port Vila,  2
Nov-20,I,Brisbane,,,Singapore,  9
Nov-20,I,Brisbane,,,Singapore,  14
Nov-20,I,Brisbane,,,Taipei,  3
Nov-20,I,Brisbane,,,Taipei,  2
Nov-20,I,Cairns,,,Port Moresby,  9
Nov-20,I,Canberra,,,Singapore,  1
Nov-20,I,Darwin,,,Singapore,  1
Nov-20,I,Melbourne,,,Auckland,  15
Nov-20,I,Perth,,,Doha,  17
Nov-20,I,Perth,,,Dubai,  9
Nov-20,I,Perth,,,Hong Kong,  8
Nov-20,I,Perth,,,Jakarta,  4
Nov-20,I,Perth,,,Kuala Lumpur,  1
Nov-20,I,Perth,,,Singapore,  13
Nov-20,I,Perth,,,Singapore,  17
Nov-20,I,Sydney,,,Abu Dhabi,  21
Nov-20,I,Sydney,,,Auckland,  38
Nov-20,I,Sydney,,,Auckland,  13
Nov-20,I,Sydney,,,Auckland,  9
Nov-20,I,Sydney,,,Bangkok,  5
Nov-20,I,Sydney,,,Colombo,  5
Nov-20,I,Sydney,,,Doha,  30
Nov-20,I,Sydney,,,Dubai,  18
Nov-20,I,Sydney,,,Guangzhou,  9
Nov-20,I,Sydney,,,Hangzhou,  4
Nov-20,I,Sydney,,,Ho Chi Minh City,  9
Nov-20,I,Sydney,,,Hong Kong,  24
Nov-20,I,Sydney,,,Jakarta,  4
Nov-20,I,Sydney,,,Kuala Lumpur,  4
Nov-20,I,Sydney,,,Los Angeles,  11
Nov-20,I,Sydney,,,Los Angeles,  24
Nov-20,I,Sydney,,,Los Angeles,  13
Nov-20,I,Sydney,,,Manila,  1
Nov-20,I,Sydney,,,Nadi,  13
Nov-20,I,Sydney,,,New Delhi,  8
Nov-20,I,Sydney,,,Noumea,  8
Nov-20,I,Sydney,,,San Francisco,  29
Nov-20,I,Sydney,,,Seoul,  4
Nov-20,I,Sydney,,,Seoul,  1
Nov-20,I,Sydney,,,Shanghai,  4
Nov-20,I,Sydney,,,Singapore,  1
Nov-20,I,Sydney,,,Singapore,  42
Nov-20,I,Sydney,,,Singapore,  14
Nov-20,I,Sydney,,,Taipei,  4
Nov-20,I,Sydney,,,Tokyo,  21
Nov-20,I,Sydney,,,Tokyo,  13
Nov-20,I,Sydney,,,Xiamen,  8
Nov-20,O,Adelaide,,,Doha,  13
Nov-20,O,Adelaide,,,Kuala Lumpur,  1
Nov-20,O,Adelaide,,,Singapore,  8
Nov-20,O,Brisbane,,,Auckland,  19
Nov-20,O,Brisbane,,,Doha,  11
Nov-20,O,Brisbane,,,Dubai,  9
Nov-20,O,Brisbane,,,Honiara,  1
Nov-20,O,Brisbane,,,Nadi,  1
Nov-20,O,Brisbane,,,Nauru,  2
Nov-20,O,Brisbane,,,Port Moresby,  20
Nov-20,O,Brisbane,,,Port Vila,  2
Nov-20,O,Brisbane,,,Singapore,  9
Nov-20,O,Brisbane,,,Singapore,  14
Nov-20,O,Brisbane,,,Taipei,  3
Nov-20,O,Brisbane,,,Taipei,  2
Nov-20,O,Cairns,,,Port Moresby,  9
Nov-20,O,Darwin,,,Singapore,  1
Nov-20,O,Melbourne,,,Abu Dhabi,  20
Nov-20,O,Melbourne,,,Auckland,  30
Nov-20,O,Melbourne,,,Bandar Seri Begawan,  6
Nov-20,O,Melbourne,,,Colombo,  2
Nov-20,O,Melbourne,,,Doha,  30
Nov-20,O,Melbourne,,,Dubai,  12
Nov-20,O,Melbourne,,,Ho Chi Minh City,  2
Nov-20,O,Melbourne,,,Hong Kong,  20
Nov-20,O,Melbourne,,,Jakarta,  4
Nov-20,O,Melbourne,,,Kuala Lumpur,  4
Nov-20,O,Melbourne,,,Singapore,  2
Nov-20,O,Melbourne,,,Singapore,  43
Nov-20,O,Melbourne,,,Taipei,  2
Nov-20,O,Perth,,,Doha,  17
Nov-20,O,Perth,,,Dubai,  9
Nov-20,O,Perth,,,Hong Kong,  8
Nov-20,O,Perth,,,Jakarta,  4
Nov-20,O,Perth,,,Kuala Lumpur,  1
Nov-20,O,Perth,,,Singapore,  13
Nov-20,O,Perth,,,Singapore,  17
Nov-20,O,Sydney,,,Abu Dhabi,  20
Nov-20,O,Sydney,,,Auckland,  37
Nov-20,O,Sydney,,,Auckland,  13
Nov-20,O,Sydney,,,Auckland,  9
Nov-20,O,Sydney,,,Bangkok,  5
Nov-20,O,Sydney,,,Colombo,  5
Nov-20,O,Sydney,,,Doha,  30
Nov-20,O,Sydney,,,Dubai,  17
Nov-20,O,Sydney,,,Guangzhou,  9
Nov-20,O,Sydney,,,Hangzhou,  4
Nov-20,O,Sydney,,,Ho Chi Minh City,  2
Nov-20,O,Sydney,,,Hong Kong,  24
Nov-20,O,Sydney,,,Jakarta,  4
Nov-20,O,Sydney,,,Kuala Lumpur,  4
Nov-20,O,Sydney,,,Los Angeles,  11
Nov-20,O,Sydney,,,Los Angeles,  24
Nov-20,O,Sydney,,,Los Angeles,  12
Nov-20,O,Sydney,,,Manila,  1
Nov-20,O,Sydney,,,New Delhi,  8
Nov-20,O,Sydney,,,Noumea,  5
Nov-20,O,Sydney,,,San Francisco,  28
Nov-20,O,Sydney,,,Seoul,  4
Nov-20,O,Sydney,,,Seoul,  1
Nov-20,O,Sydney,,,Shanghai,  4
Nov-20,O,Sydney,,,Singapore,  1
Nov-20,O,Sydney,,,Singapore,  14
Nov-20,O,Sydney,,,Singapore,  42
Nov-20,O,Sydney,,,Taipei,  4
Nov-20,O,Sydney,,,Tokyo,  22
Nov-20,O,Sydney,,,Tokyo,  14
Nov-20,O,Sydney,,,Xiamen,  9
Dec-20,I,Adelaide,,,Doha,  10
Dec-20,I,Adelaide,,,Kuala Lumpur,  1
Dec-20,I,Adelaide,,,Singapore,  18
Dec-20,I,Brisbane,,,Auckland,  25
Dec-20,I,Brisbane,,,Doha,  13
Dec-20,I,Brisbane,,,Dubai,  9
Dec-20,I,Brisbane,,,Honiara,  5
Dec-20,I,Brisbane,,,Manila,  1
Dec-20,I,Brisbane,,,Nadi,  1
Dec-20,I,Brisbane,,,Nauru,  2
Dec-20,I,Brisbane,,,New Delhi,  1
Dec-20,I,Brisbane,,,Port Moresby,  22
Dec-20,I,Brisbane,,,Port Vila,  2
Dec-20,I,Brisbane,,,Singapore,  23
Dec-20,I,Brisbane,,,Singapore,  4
Dec-20,I,Brisbane,,,Taipei,  4
Dec-20,I,Brisbane,,,Taipei,  2
Dec-20,I,Cairns,,,Port Moresby,  5
Dec-20,I,Darwin,,,Singapore,  1
Dec-20,I,Melbourne,,,Abu Dhabi,  17
Dec-20,I,Melbourne,,,Auckland,  28
Dec-20,I,Melbourne,,,Bandar Seri Begawan,  5
Dec-20,I,Melbourne,,,Colombo,  8
Dec-20,I,Melbourne,,,Doha,  21
Dec-20,I,Melbourne,,,Dubai,  11
Dec-20,I,Melbourne,,,Guangzhou,  2
Dec-20,I,Melbourne,,,Hong Kong,  21
Dec-20,I,Melbourne,,,Jakarta,  3
Dec-20,I,Melbourne,,,Kuala Lumpur,  3
Dec-20,I,Melbourne,,,Manila,  2
Dec-20,I,Melbourne,,,New Delhi,  1
Dec-20,I,Melbourne,,,Singapore,  15
Dec-20,I,Melbourne,,,Singapore,  31
Dec-20,I,Melbourne,,,Taipei,  4
Dec-20,I,Melbourne,,,Tokyo,  4
Dec-20,I,Perth,,,Doha,  18
Dec-20,I,Perth,,,Dubai,  9
Dec-20,I,Perth,,,Hong Kong,  20
Dec-20,I,Perth,,,Jakarta,  5
Dec-20,I,Perth,,,Singapore,  2
Dec-20,I,Perth,,,Singapore,  29
Dec-20,I,Sydney,,,Abu Dhabi,  23
Dec-20,I,Sydney,,,Auckland,  36
Dec-20,I,Sydney,,,Auckland,  11
Dec-20,I,Sydney,,,Auckland,  7
Dec-20,I,Sydney,,,Bangkok,  3
Dec-20,I,Sydney,,,Colombo,  9
Dec-20,I,Sydney,,,Doha,  31
Dec-20,I,Sydney,,,Dubai,  17
Dec-20,I,Sydney,,,Guangzhou,  7
Dec-20,I,Sydney,,,Hangzhou,  4
Dec-20,I,Sydney,,,Ho Chi Minh City,  7
Dec-20,I,Sydney,,,Hong Kong,  25
Dec-20,I,Sydney,,,Jakarta,  5
Dec-20,I,Sydney,,,Kuala Lumpur,  4
Dec-20,I,Sydney,,,Los Angeles,  18
Dec-20,I,Sydney,,,Los Angeles,  26
Dec-20,I,Sydney,,,Los Angeles,  22
Dec-20,I,Sydney,,,Manila,  1
Dec-20,I,Sydney,,,Manila,  2
Dec-20,I,Sydney,,,Nadi,  8
Dec-20,I,Sydney,,,New Delhi,  1
Dec-20,I,Sydney,,,New Delhi,  6
Dec-20,I,Sydney,,,Noumea,  7
Dec-20,I,Sydney,,,San Francisco,  31
Dec-20,I,Sydney,,,Santiago,  1
Dec-20,I,Sydney,,,Seoul,  4
Dec-20,I,Sydney,,,Seoul,  2
Dec-20,I,Sydney,,,Shanghai,  5
Dec-20,I,Sydney,,,Singapore,  1
Dec-20,I,Sydney,,,Singapore,  62
Dec-20,I,Sydney,,,Singapore,  4
Dec-20,I,Sydney,,,Taipei,  4
Dec-20,I,Sydney,,,Tokyo,  22
Dec-20,I,Sydney,,,Tokyo,  13
Dec-20,I,Sydney,,,Xiamen,  9
Dec-20,O,Adelaide,,,Doha,  13
Dec-20,O,Adelaide,,,Kuala Lumpur,  1
Dec-20,O,Adelaide,,,Singapore,  13
Dec-20,O,Adelaide,,,Tokyo,  1
Dec-20,O,Brisbane,,,Auckland,  22
Dec-20,O,Brisbane,,,Denpasar,  1
Dec-20,O,Brisbane,,,Doha,  14
Dec-20,O,Brisbane,,,Dubai,  8
Dec-20,O,Brisbane,,,Honiara,  4
Dec-20,O,Brisbane,,,Kuala Lumpur,  1
Dec-20,O,Brisbane,,,Manila,  1
Dec-20,O,Brisbane,,,Nadi,  1
Dec-20,O,Brisbane,,,Nauru,  2
Dec-20,O,Brisbane,,,Port Moresby,  21
Dec-20,O,Brisbane,,,Port Vila,  2
Dec-20,O,Brisbane,,,Singapore,  23
Dec-20,O,Brisbane,,,Singapore,  4
Dec-20,O,Brisbane,,,Taipei,  4
Dec-20,O,Brisbane,,,Taipei,  2
Dec-20,O,Cairns,,,Port Moresby,  5
Dec-20,O,Melbourne,,,Abu Dhabi,  22
Dec-20,O,Melbourne,,,Auckland,  31
Dec-20,O,Melbourne,,,Bandar Seri Begawan,  8
Dec-20,O,Melbourne,,,Colombo,  8
Dec-20,O,Melbourne,,,Doha,  29
Dec-20,O,Melbourne,,,Dubai,  13
Dec-20,O,Melbourne,,,Guangzhou,  2
Dec-20,O,Melbourne,,,Ho Chi Minh City,  2
Dec-20,O,Melbourne,,,Hong Kong,  21
Dec-20,O,Melbourne,,,Jakarta,  4
Dec-20,O,Melbourne,,,Kuala Lumpur,  2
Dec-20,O,Melbourne,,,Manila,  2
Dec-20,O,Melbourne,,,New Delhi,  1
Dec-20,O,Melbourne,,,Singapore,  29
Dec-20,O,Melbourne,,,Singapore,  31
Dec-20,O,Melbourne,,,Taipei,  4
Dec-20,O,Perth,,,Doha,  18
Dec-20,O,Perth,,,Dubai,  9
Dec-20,O,Perth,,,Hong Kong,  18
Dec-20,O,Perth,,,Jakarta,  5
Dec-20,O,Perth,,,Kuala Lumpur,  1
Dec-20,O,Perth,,,Singapore,  2
Dec-20,O,Perth,,,Singapore,  29
Dec-20,O,Sydney,,,Abu Dhabi,  23
Dec-20,O,Sydney,,,Auckland,  40
Dec-20,O,Sydney,,,Auckland,  11
Dec-20,O,Sydney,,,Auckland,  1
Dec-20,O,Sydney,,,Auckland,  7
Dec-20,O,Sydney,,,Bangkok,  3
Dec-20,O,Sydney,,,Colombo,  9
Dec-20,O,Sydney,,,Doha,  31
Dec-20,O,Sydney,,,Dubai,  18
Dec-20,O,Sydney,,,Guangzhou,  7
Dec-20,O,Sydney,,,Hangzhou,  4
Dec-20,O,Sydney,,,Ho Chi Minh City,  2
Dec-20,O,Sydney,,,Ho Chi Minh City,  7
Dec-20,O,Sydney,,,Hong Kong,  30
Dec-20,O,Sydney,,,Jakarta,  10
Dec-20,O,Sydney,,,Kuala Lumpur,  4
Dec-20,O,Sydney,,,Los Angeles,  18
Dec-20,O,Sydney,,,Los Angeles,  25
Dec-20,O,Sydney,,,Los Angeles,  22
Dec-20,O,Sydney,,,Manila,  1
Dec-20,O,Sydney,,,Manila,  2
Dec-20,O,Sydney,,,Nadi,  1
Dec-20,O,Sydney,,,New Delhi,  6
Dec-20,O,Sydney,,,Noumea,  7
Dec-20,O,Sydney,,,San Francisco,  31
Dec-20,O,Sydney,,,Santiago,  1
Dec-20,O,Sydney,,,Seoul,  4
Dec-20,O,Sydney,,,Seoul,  2
Dec-20,O,Sydney,,,Shanghai,  5
Dec-20,O,Sydney,,,Singapore,  4
Dec-20,O,Sydney,,,Singapore,  61
Dec-20,O,Sydney,,,Taipei,  4
Dec-20,O,Sydney,,,Tokyo,  20
Dec-20,O,Sydney,,,Tokyo,  13
Dec-20,O,Sydney,,,Xiamen,  9
Jan-21,I,Adelaide,,,Doha,  15
Jan-21,I,Adelaide,,,Doha,  1
Jan-21,I,Adelaide,,,Kuala Lumpur,  2
Jan-21,I,Adelaide,,,Los Angeles,  1
Jan-21,I,Adelaide,,,Singapore,  13
Jan-21,I,Brisbane,,,Auckland,  18
Jan-21,I,Brisbane,,,Doha,  13
Jan-21,I,Brisbane,,,Dubai,  6
Jan-21,I,Brisbane,,,Hong Kong,  4
Jan-21,I,Brisbane,,,Honiara,  4
Jan-21,I,Brisbane,,,Manila,  1
Jan-21,I,Brisbane,,,Nadi,  2
Jan-21,I,Brisbane,,,Nauru,  3
Jan-21,I,Brisbane,,,New Delhi,  2
Jan-21,I,Brisbane,,,Port Moresby,  21
Jan-21,I,Brisbane,,,Port Vila,  2
Jan-21,I,Brisbane,,,Singapore,  22
Jan-21,I,Brisbane,,,Singapore,  4
Jan-21,I,Brisbane,,,Taipei,  3
Jan-21,I,Cairns,,,Port Moresby,  4
Jan-21,I,Melbourne,,,Abu Dhabi,  26
Jan-21,I,Melbourne,,,Auckland,  18
Jan-21,I,Melbourne,,,Bandar Seri Begawan,  7
Jan-21,I,Melbourne,,,Colombo,  9
Jan-21,I,Melbourne,,,Doha,  2
Jan-21,I,Melbourne,,,Doha,  28
Jan-21,I,Melbourne,,,Dubai,  8
Jan-21,I,Melbourne,,,Guangzhou,  4
Jan-21,I,Melbourne,,,Hong Kong,  27
Jan-21,I,Melbourne,,,Jakarta,  4
Jan-21,I,Melbourne,,,Kuala Lumpur,  5
Jan-21,I,Melbourne,,,Los Angeles,  2
Jan-21,I,Melbourne,,,Manila,  1
Jan-21,I,Melbourne,,,Nadi,  2
Jan-21,I,Melbourne,,,Singapore,  17
Jan-21,I,Melbourne,,,Singapore,  32
Jan-21,I,Melbourne,,,Taipei,  3
Jan-21,I,Perth,,,Doha,  18
Jan-21,I,Perth,,,Dubai,  9
Jan-21,I,Perth,,,Hong Kong,  11
Jan-21,I,Perth,,,Jakarta,  4
Jan-21,I,Perth,,,Singapore,  31
Jan-21,I,Sydney,,,Abu Dhabi,  18
Jan-21,I,Sydney,,,Auckland,  25
Jan-21,I,Sydney,,,Auckland,  6
Jan-21,I,Sydney,,,Auckland,  9
Jan-21,I,Sydney,,,Bangkok,  3
Jan-21,I,Sydney,,,Colombo,  9
Jan-21,I,Sydney,,,Doha,  28
Jan-21,I,Sydney,,,Dubai,  10
Jan-21,I,Sydney,,,Guangzhou,  5
Jan-21,I,Sydney,,,Hangzhou,  5
Jan-21,I,Sydney,,,Ho Chi Minh City,  4
Jan-21,I,Sydney,,,Hong Kong,  32
Jan-21,I,Sydney,,,Jakarta,  8
Jan-21,I,Sydney,,,Kuala Lumpur,  5
Jan-21,I,Sydney,,,Los Angeles,  15
Jan-21,I,Sydney,,,Los Angeles,  22
Jan-21,I,Sydney,,,Los Angeles,  22
